parcel_id	name	n_vox	n_sig_vox	com_x	com_y	com_z
44	Lateral Occipital Cortex, superior division R	1149	398	32.28590078328983	-70.47911227154047	39.056135770234974
45	Lateral Occipital Cortex, inferior division L	506	343	-44.705533596837945	-75.40513833992095	-2.3023715415019694
46	Lateral Occipital Cortex, inferior division R	457	383	44.71006564551422	-74.08862144420132	-2.434354485776808
49	Frontal Medial Cortex L	129	120	-4.034883720930225	43.56976744186045	-18.565891472868216
50	Frontal Medial Cortex R	108	86	5.25	43.08333333333334	-18.578703703703702
51	Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex) L	204	53	-4.64705882352942	-2.4117647058823763	56.81617647058823
52	Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex) R	187	69	5.9331550802138935	-2.2807486631016047	57.98128342245988
53	Subcallosal Cortex L	171	108	-4.464912280701753	20.833333333333343	-14.599415204678365
54	Subcallosal Cortex R	122	89	5.1803278688524586	20.89344262295083	-15.528688524590159
55	Paracingulate Gyrus L	404	177	-5.757425742574256	37.259900990099	20.72153465346534
56	Paracingulate Gyrus R	339	149	6.80973451327435	36.92477876106193	22.514749262536867
57	Cingulate Gyrus, anterior division L	335	156	-3.625373134328356	18.592537313432842	23.950746268656715
58	Cingulate Gyrus, anterior division R	323	119	5.555727554179555	20.212074303405586	23.227554179566567
59	Cingulate Gyrus, posterior division L	322	168	-4.8695652173912976	-36.6863354037267	30.684782608695656
60	Cingulate Gyrus, posterior division R	305	127	6.877049180327873	-35.427868852459014	30.103278688524597
61	Precuneous Cortex L	719	287	-6.9798331015299055	-60.124478442280946	37.36995827538247
62	Precuneous Cortex R	729	206	9.039094650205755	-58.38477366255144	38.0034293552812
65	Frontal Orbital Cortex L	415	147	-29.639759036144568	23.5	-16.731325301204826
66	Frontal Orbital Cortex R	385	77	29.10259740259741	23.32077922077923	-16.554545454545455
67	Parahippocampal Gyrus, anterior division L	155	27	-22.15806451612903	-8.687096774193549	-30.92258064516129
69	Parahippocampal Gyrus, posterior division L	94	39	-21.787234042553195	-32.51063829787233	-17.13829787234043
70	Parahippocampal Gyrus, posterior division R	87	28	23.051724137931032	-30.741379310344826	-16.747126436781613
71	Lingual Gyrus L	430	20	-11.634883720930233	-66.38837209302325	-5.447674418604649
75	Temporal Fusiform Cortex, posterior division L	223	90	-36.25784753363229	-29.14125560538116	-24.791479820627806
76	Temporal Fusiform Cortex, posterior division R	171	40	36.096491228070164	-23.535087719298247	-28.312865497076018
77	Temporal Occipital Fusiform Cortex L	164	21	-33.24390243902439	-53.201219512195124	-16.503048780487802
78	Temporal Occipital Fusiform Cortex R	223	42	34.94843049327355	-49.710762331838566	-17.06950672645739
79	Occipital Fusiform Gyrus L	235	26	-26.670212765957444	-76.52127659574468	-14.189361702127655
80	Occipital Fusiform Gyrus R	238	93	27.672268907563023	-75.7016806722689	-13.191176470588232
82	Frontal Opercular Cortex R	85	37	41.252941176470586	18.558823529411768	4.264705882352942
84	Central Opercular Cortex R	232	125	49.54310344827587	-5.956896551724142	10.991379310344826
85	Parietal Opercular Cortex L	139	55	-48.60791366906475	-31.967625899280577	20.482014388489205
86	Parietal Opercular Cortex R	123	108	49.256097560975604	-27.865853658536594	21.40650406504065
88	Planum Polare R	101	60	47.94554455445544	-3.648514851485146	-7.252475247524757
90	Heschl's Gyrus (includes H1 and H2) R	72	22	46.375	-17.291666666666657	6.9097222222222285
91	Planum Temporale L	134	23	-52.417910447761194	-29.783582089552255	10.619402985074629
92	Planum Temporale R	106	69	54.26415094339623	-25.490566037735846	12.070754716981128
95	Occipital Pole L	609	149	-15.64778325123153	-96.20935960591133	6.603448275862064
96	Occipital Pole R	555	136	16.45675675675676	-94.5972972972973	8.78558558558558
101	Brain-Stem	1215	31	0.5888888888888744	-31.040740740740745	-33.95061728395061
102	Hippocampus L	170	106	-24.85294117647058	-22.205882352941174	-14.573529411764703
103	Amygdala L	81	62	-22.648148148148152	-4.722222222222214	-18.30864197530864
107	Putamen R	212	66	25.76415094339623	1.7358490566037688	-0.014150943396231241
109	Hippocampus R	176	110	26.244318181818187	-20.64772727272728	-14.943181818181813
110	Amygdala R	103	81	23.44174757281553	-3.325242718446617	-18.184466019417478
