subject	name	signal	value
01	Caudate / Putamen R	rpe	0.12198372241453893
02	Caudate / Putamen R	rpe	0.48274707996362565
03	Caudate / Putamen R	rpe	0.5339107932809625
04	Caudate / Putamen R	rpe	0.25263108875915713
05	Caudate / Putamen R	rpe	0.394443158516323
06	Caudate / Putamen R	rpe	0.17226571593230572
07	Caudate / Putamen R	rpe	-0.060757861696536075
09	Caudate / Putamen R	rpe	0.10912732554832398
10	Caudate / Putamen R	rpe	0.7821991552723732
11	Caudate / Putamen R	rpe	0.46048819671336894
12	Caudate / Putamen R	rpe	0.15554035797747032
14	Caudate / Putamen R	rpe	0.0883972114398672
15	Caudate / Putamen R	rpe	0.2031833277542332
17	Caudate / Putamen R	rpe	0.10982594029716694
18	Caudate / Putamen R	rpe	0.05954040356204664
19	Caudate / Putamen R	rpe	0.36171316015806326
20	Caudate / Putamen R	rpe	0.11485057150067494
21	Caudate / Putamen R	rpe	0.3074510723515937
22	Caudate / Putamen R	rpe	0.1447370427034934
23	Caudate / Putamen R	rpe	0.09159098147400882
24	Caudate / Putamen R	rpe	0.40686910177783203
25	Caudate / Putamen R	rpe	0.5189990267907052
26	Caudate / Putamen R	rpe	-0.17443948618350416
27	Caudate / Putamen R	rpe	0.37791604680097896
28	Caudate / Putamen R	rpe	0.28414029096644866
29	Caudate / Putamen R	rpe	0.33356937943640164
30	Caudate / Putamen R	rpe	0.27810505107455863
33	Caudate / Putamen R	rpe	0.15314817629935576
34	Caudate / Putamen R	rpe	0.11488949599244849
35	Caudate / Putamen R	rpe	0.23397301397298245
36	Caudate / Putamen R	rpe	0.13288951464937657
37	Caudate / Putamen R	rpe	0.31375016017437757
38	Caudate / Putamen R	rpe	-0.09627448523298478
39	Caudate / Putamen R	rpe	0.1441638034464044
40	Caudate / Putamen R	rpe	-0.02370536618194505
41	Caudate / Putamen R	rpe	0.5921925517845225
42	Caudate / Putamen R	rpe	0.19375167559313264
43	Caudate / Putamen R	rpe	0.19391493436298846
45	Caudate / Putamen R	rpe	0.3848581909030784
46	Caudate / Putamen R	rpe	0.10599555894539386
47	Caudate / Putamen R	rpe	0.5250963341791004
48	Caudate / Putamen R	rpe	0.3972476223222229
49	Caudate / Putamen R	rpe	0.3621760004022144
50	Caudate / Putamen R	rpe	0.12488528088895842
51	Caudate / Putamen R	rpe	0.436849777900766
52	Caudate / Putamen R	rpe	0.23698702760171944
53	Caudate / Putamen R	rpe	0.1289468881684008
54	Caudate / Putamen R	rpe	0.16235408872211032
55	Caudate / Putamen R	rpe	0.3282673875084314
56	Caudate / Putamen R	rpe	0.43382407961047914
57	Caudate / Putamen R	rpe	0.06533203466888439
58	Caudate / Putamen R	rpe	0.5407929050501118
59	Caudate / Putamen R	rpe	0.04261475781734214
60	Caudate / Putamen R	rpe	0.1282222314090139
61	Caudate / Putamen R	rpe	0.2787354514525202
62	Caudate / Putamen R	rpe	0.04038468742940975
63	Caudate / Putamen R	rpe	-0.1591627206089278
64	Caudate / Putamen R	rpe	0.2777156977783648
01	Caudate / Putamen R	urpe	0.08820662695630781
02	Caudate / Putamen R	urpe	-0.2687151161954944
03	Caudate / Putamen R	urpe	-0.060955010725478966
04	Caudate / Putamen R	urpe	-0.3349090021569242
05	Caudate / Putamen R	urpe	-0.12331426245120297
06	Caudate / Putamen R	urpe	-0.019943821286467645
07	Caudate / Putamen R	urpe	0.010449853576184474
09	Caudate / Putamen R	urpe	-0.20205451127917592
10	Caudate / Putamen R	urpe	-0.24924616707416422
11	Caudate / Putamen R	urpe	-0.0665559828585704
12	Caudate / Putamen R	urpe	-0.029131996867922994
14	Caudate / Putamen R	urpe	-0.1741318751196017
15	Caudate / Putamen R	urpe	0.045375901869732456
17	Caudate / Putamen R	urpe	-0.1865667528200266
18	Caudate / Putamen R	urpe	0.061895067497827166
19	Caudate / Putamen R	urpe	-0.1013753027383827
20	Caudate / Putamen R	urpe	-0.14603694010574272
21	Caudate / Putamen R	urpe	0.033730706136880374
22	Caudate / Putamen R	urpe	0.03283956712706352
23	Caudate / Putamen R	urpe	0.10087767903373215
24	Caudate / Putamen R	urpe	-0.27002406345626523
25	Caudate / Putamen R	urpe	-0.09157666505862805
26	Caudate / Putamen R	urpe	0.022857363964413645
27	Caudate / Putamen R	urpe	-0.028592760880699494
28	Caudate / Putamen R	urpe	0.0231388783938587
29	Caudate / Putamen R	urpe	0.17970824275941877
30	Caudate / Putamen R	urpe	-0.0829740587288854
33	Caudate / Putamen R	urpe	-0.0007966168011571441
34	Caudate / Putamen R	urpe	0.0782353273518608
35	Caudate / Putamen R	urpe	-0.12478193954449139
36	Caudate / Putamen R	urpe	-0.20657331615472638
37	Caudate / Putamen R	urpe	0.07534102268729323
38	Caudate / Putamen R	urpe	-0.2142785633973973
39	Caudate / Putamen R	urpe	-0.18873623982306884
40	Caudate / Putamen R	urpe	-0.006647111259045514
41	Caudate / Putamen R	urpe	-0.07064589708229517
42	Caudate / Putamen R	urpe	-0.10649206338935338
43	Caudate / Putamen R	urpe	-0.04758714879673903
45	Caudate / Putamen R	urpe	-0.0054007746996802344
46	Caudate / Putamen R	urpe	-0.045177156029349116
47	Caudate / Putamen R	urpe	0.010413955283674305
48	Caudate / Putamen R	urpe	-0.17191533472744333
49	Caudate / Putamen R	urpe	-0.13786428078235005
50	Caudate / Putamen R	urpe	-0.07504319420019685
51	Caudate / Putamen R	urpe	-0.31624802178538225
52	Caudate / Putamen R	urpe	-0.03377193486478046
53	Caudate / Putamen R	urpe	-0.026209505059239767
54	Caudate / Putamen R	urpe	-0.12631279218476993
55	Caudate / Putamen R	urpe	-0.18457969876186836
56	Caudate / Putamen R	urpe	-0.20101125904180608
57	Caudate / Putamen R	urpe	-0.15532677488457802
58	Caudate / Putamen R	urpe	-0.07746208118610191
59	Caudate / Putamen R	urpe	0.19585771359823
60	Caudate / Putamen R	urpe	0.019790478023047932
61	Caudate / Putamen R	urpe	-0.0966861852783313
62	Caudate / Putamen R	urpe	0.042986589480693026
63	Caudate / Putamen R	urpe	-0.08322450847766684
64	Caudate / Putamen R	urpe	0.02064301319845188
01	Caudate / Putamen R	surprise	-0.060441271840349725
02	Caudate / Putamen R	surprise	0.01456076236797054
03	Caudate / Putamen R	surprise	-0.02502653086151633
04	Caudate / Putamen R	surprise	-0.06662220261692789
05	Caudate / Putamen R	surprise	0.04006917499234813
06	Caudate / Putamen R	surprise	0.02618452962457841
07	Caudate / Putamen R	surprise	0.0008408366870701664
09	Caudate / Putamen R	surprise	-0.0062168054783259055
10	Caudate / Putamen R	surprise	-0.005914346659697289
11	Caudate / Putamen R	surprise	0.03888227590797713
12	Caudate / Putamen R	surprise	0.016971081413798154
14	Caudate / Putamen R	surprise	0.02081991606605212
15	Caudate / Putamen R	surprise	-0.03455587635721269
17	Caudate / Putamen R	surprise	-0.010614269175946408
18	Caudate / Putamen R	surprise	-0.06407614986699807
19	Caudate / Putamen R	surprise	-0.1699198851945711
20	Caudate / Putamen R	surprise	0.044746354334977825
21	Caudate / Putamen R	surprise	-0.014998389904751214
22	Caudate / Putamen R	surprise	-0.027007555047759653
23	Caudate / Putamen R	surprise	0.019365287179674315
24	Caudate / Putamen R	surprise	-0.009186948570735199
25	Caudate / Putamen R	surprise	-0.07077469228532066
26	Caudate / Putamen R	surprise	0.2141935235678601
27	Caudate / Putamen R	surprise	0.017733827734863903
28	Caudate / Putamen R	surprise	0.024052974585980037
29	Caudate / Putamen R	surprise	-0.019221861094079067
30	Caudate / Putamen R	surprise	-0.005145912355793054
33	Caudate / Putamen R	surprise	0.012238787529120124
34	Caudate / Putamen R	surprise	0.003241040317921511
35	Caudate / Putamen R	surprise	0.1103398651471886
36	Caudate / Putamen R	surprise	-0.03093531140086114
37	Caudate / Putamen R	surprise	-0.009863491951806868
38	Caudate / Putamen R	surprise	0.1735148069669402
39	Caudate / Putamen R	surprise	0.07566184704779058
40	Caudate / Putamen R	surprise	-0.021332439842920985
41	Caudate / Putamen R	surprise	0.06751765557481397
42	Caudate / Putamen R	surprise	-0.022754791861746233
43	Caudate / Putamen R	surprise	0.0033168198376978034
45	Caudate / Putamen R	surprise	0.004730616566213203
46	Caudate / Putamen R	surprise	-0.0006551622692968958
47	Caudate / Putamen R	surprise	-0.04856886956078391
48	Caudate / Putamen R	surprise	-0.04194727384795609
49	Caudate / Putamen R	surprise	0.10068307569568057
50	Caudate / Putamen R	surprise	0.006036499714785128
51	Caudate / Putamen R	surprise	0.007052116900800709
52	Caudate / Putamen R	surprise	-0.043066902063385315
53	Caudate / Putamen R	surprise	0.02212404525590228
54	Caudate / Putamen R	surprise	0.022626240746776917
55	Caudate / Putamen R	surprise	-0.0773196677322233
56	Caudate / Putamen R	surprise	0.10286451577900492
57	Caudate / Putamen R	surprise	-0.03792644223202107
58	Caudate / Putamen R	surprise	0.013227455272987262
59	Caudate / Putamen R	surprise	-0.14225732200349842
60	Caudate / Putamen R	surprise	-0.027061329628681796
61	Caudate / Putamen R	surprise	-0.005398099836044617
62	Caudate / Putamen R	surprise	0.034987439217838104
