subject	name	signal	value
01	Caudate / Putamen R	rpe	0.09249063964744286
02	Caudate / Putamen R	rpe	0.47500283995407083
03	Caudate / Putamen R	rpe	0.5155011643603263
04	Caudate / Putamen R	rpe	0.236933324131783
05	Caudate / Putamen R	rpe	0.3715261764933922
06	Caudate / Putamen R	rpe	0.12499615420829506
07	Caudate / Putamen R	rpe	-0.04269973649446529
09	Caudate / Putamen R	rpe	0.18927936103981022
10	Caudate / Putamen R	rpe	0.6531154304807217
11	Caudate / Putamen R	rpe	0.4481738545305018
12	Caudate / Putamen R	rpe	0.14766307041751214
14	Caudate / Putamen R	rpe	0.169047685991132
15	Caudate / Putamen R	rpe	0.18257439022825658
17	Caudate / Putamen R	rpe	0.14179439933555074
18	Caudate / Putamen R	rpe	0.07650033280839648
19	Caudate / Putamen R	rpe	0.3614977160342203
20	Caudate / Putamen R	rpe	0.14248246722364352
21	Caudate / Putamen R	rpe	0.3152098659820396
22	Caudate / Putamen R	rpe	0.11636097291171667
23	Caudate / Putamen R	rpe	0.06952291029544368
24	Caudate / Putamen R	rpe	0.43933347317948923
25	Caudate / Putamen R	rpe	0.3788358358319846
26	Caudate / Putamen R	rpe	-0.19394607483897428
27	Caudate / Putamen R	rpe	0.36731499426231506
28	Caudate / Putamen R	rpe	0.2757580463968875
29	Caudate / Putamen R	rpe	0.2345667611673184
30	Caudate / Putamen R	rpe	0.2923687697847543
33	Caudate / Putamen R	rpe	0.11109727588962641
34	Caudate / Putamen R	rpe	0.10563090254890045
35	Caudate / Putamen R	rpe	0.2318646490765908
36	Caudate / Putamen R	rpe	0.18020853132009873
37	Caudate / Putamen R	rpe	0.2586975237548337
38	Caudate / Putamen R	rpe	-0.025930762184290416
39	Caudate / Putamen R	rpe	0.22727709815803546
40	Caudate / Putamen R	rpe	-0.01874298006455399
41	Caudate / Putamen R	rpe	0.5680150036222439
42	Caudate / Putamen R	rpe	0.1909172074295632
43	Caudate / Putamen R	rpe	0.20852570435795154
45	Caudate / Putamen R	rpe	0.30318338107349074
46	Caudate / Putamen R	rpe	0.08265417198341805
47	Caudate / Putamen R	rpe	0.4958376337105151
48	Caudate / Putamen R	rpe	0.3019787688867454
49	Caudate / Putamen R	rpe	0.37642315991830266
50	Caudate / Putamen R	rpe	0.11421249433510136
51	Caudate / Putamen R	rpe	0.4933938867620655
52	Caudate / Putamen R	rpe	0.2569342094755663
53	Caudate / Putamen R	rpe	0.12697467438720822
54	Caudate / Putamen R	rpe	0.15689820212708813
55	Caudate / Putamen R	rpe	0.36424296666853034
56	Caudate / Putamen R	rpe	0.3034608444439109
57	Caudate / Putamen R	rpe	0.1538993764229321
58	Caudate / Putamen R	rpe	0.39644003978877
59	Caudate / Putamen R	rpe	0.034805971344149055
60	Caudate / Putamen R	rpe	0.10800121184320612
61	Caudate / Putamen R	rpe	0.24009746128455955
62	Caudate / Putamen R	rpe	0.03774652444375461
63	Caudate / Putamen R	rpe	-0.1553323322489165
64	Caudate / Putamen R	rpe	0.276681010262481
01	Caudate / Putamen R	urpe	0.06388422030218728
02	Caudate / Putamen R	urpe	-0.27451507803566205
03	Caudate / Putamen R	urpe	-0.07731292717728606
04	Caudate / Putamen R	urpe	-0.33582056433214696
05	Caudate / Putamen R	urpe	-0.13845621856570986
06	Caudate / Putamen R	urpe	-0.031344170136200875
07	Caudate / Putamen R	urpe	0.0078027356101753554
09	Caudate / Putamen R	urpe	-0.2147657439569587
10	Caudate / Putamen R	urpe	-0.24802068718717687
11	Caudate / Putamen R	urpe	-0.06541731783336188
12	Caudate / Putamen R	urpe	-0.034242726745822266
14	Caudate / Putamen R	urpe	-0.18498594863932263
15	Caudate / Putamen R	urpe	0.04220973536156687
17	Caudate / Putamen R	urpe	-0.1920983234915987
18	Caudate / Putamen R	urpe	0.04875348584268036
19	Caudate / Putamen R	urpe	-0.10073264723267004
20	Caudate / Putamen R	urpe	-0.15372774069660147
21	Caudate / Putamen R	urpe	0.03033632004161578
22	Caudate / Putamen R	urpe	0.04150138298846671
23	Caudate / Putamen R	urpe	0.08836586372089707
24	Caudate / Putamen R	urpe	-0.2786301114701885
25	Caudate / Putamen R	urpe	-0.09145352037709295
26	Caudate / Putamen R	urpe	0.021555384609995412
27	Caudate / Putamen R	urpe	-0.02476624293391908
28	Caudate / Putamen R	urpe	0.019563322539244504
29	Caudate / Putamen R	urpe	0.1746454766545848
30	Caudate / Putamen R	urpe	-0.09278846798498776
33	Caudate / Putamen R	urpe	-0.004175012636707392
34	Caudate / Putamen R	urpe	0.07040514463025523
35	Caudate / Putamen R	urpe	-0.12397042648847016
