name	n_vox	peak_x	peak_y	peak_z	peak_t	found_by	paper_dist_mm	rpe_pos	rpe_neg	urpe_pos	urpe_neg	surprise_pos	surprise_neg
Caudate / Putamen R	39457	17.5	14.5	-12.0	19.28787963568574	rpe +	0.7	1.0	0.0	0.0001520642724991763	0.4038066756215627	0.012291862027016752	0.0
Caudate / Putamen R (2)	18112	2.5	17.5	-8.5	8.10778550654578	urpe −	16.3	0.8796930212014135	0.0	0.0	1.0	0.012643551236749116	0.0
Insula R	1299	35.5	23.5	-5.0	7.249183933571238	urpe +	0.7	0.004618937644341801	0.0	1.0	0.0	0.0	0.0
DLPFC L	668	-27.5	23.5	47.5	4.976911721312387	surprise +	0.9	0.7260479041916168	0.0	0.0	0.34281437125748504	1.0	0.0
