source	name	signal	mean	sem	t	p	dz	cov_pos	cov_neg	p_holm
model2	Caudate / Putamen R	rpe	0.202142415574172	0.0217409939779697	9.297754085163001	5.057761182674046e-13	1.2208549225296668	1.0	0.0	6.069313419208855e-12
model2	Caudate / Putamen R	urpe	-0.06781318637180389	0.01431113377087403	-4.738491544940839	1.4746853719817959e-05	-0.6221944219021373	0.0001520642724991763	0.4038066756215627	8.848112231890775e-05
model2	Caudate / Putamen R	surprise	0.003421561792808796	0.007477369551915918	0.45758896481612216	0.648987270063118	0.06008437468597809	0.012291862027016752	0.0	1.0
model2	Caudate / Putamen R (2)	rpe	0.2297595740094613	0.0254782375665082	9.017875487254509	1.4435946863448917e-12	1.1841050622045222	0.8796930212014135	0.0	1.587954154979381e-11
model2	Caudate / Putamen R (2)	urpe	-0.12743698329876813	0.01720866876300656	-7.40539463300724	6.713146551589915e-10	-0.9723759531787148	0.0	1.0	6.7131465515899154e-09
model2	Caudate / Putamen R (2)	surprise	0.0054057450761658766	0.008783489401556177	0.6154439117565436	0.5407112233334821	0.0808117446779856	0.012643551236749116	0.0	1.0
model2	Insula R	rpe	-0.06812044425110214	0.028959330550815322	-2.3522796610084025	0.02213555074797733	-0.3088694513754907	0.004618937644341801	0.0	0.11067775373988664
model2	Insula R	urpe	0.1533278866495837	0.024015898153102056	6.384432748345029	3.3497350815659526e-08	0.8383170900179806	1.0	0.0	2.679788065252762e-07
model2	Insula R	surprise	0.014104281832915051	0.010673508963022455	1.3214287711546635	0.19163817023369478	0.1735120982185255	0.0	0.0	0.5890788080139571
model2	DLPFC L	rpe	0.1686133234934194	0.025551211592376173	6.599034370007302	1.4774658301585808e-08	0.8664956634443655	0.7260479041916168	0.0	1.3297192471427228e-07
model2	DLPFC L	urpe	-0.02724019127000169	0.01854051771834242	-1.4692249528206294	0.14726970200348927	-0.19291868762337103	0.0	0.34281437125748504	0.5890788080139571
model2	DLPFC L	surprise	0.05275141512761903	0.009902338417551183	5.327167473303168	1.7640628285509833e-06	0.6994913581657802	1.0	0.0	1.2348439799856883e-05
