subject	name	signal	value
01	Caudate / Putamen R	rpe	0.08303448176194592
02	Caudate / Putamen R	rpe	0.4444231507476413
03	Caudate / Putamen R	rpe	0.478585348985106
04	Caudate / Putamen R	rpe	0.22183920381440295
05	Caudate / Putamen R	rpe	0.3237626364426236
06	Caudate / Putamen R	rpe	0.10724822519358046
07	Caudate / Putamen R	rpe	-0.05922799656712016
09	Caudate / Putamen R	rpe	0.17308173470247767
10	Caudate / Putamen R	rpe	0.6156778236408006
11	Caudate / Putamen R	rpe	0.41927151373177507
12	Caudate / Putamen R	rpe	0.1264325900692665
14	Caudate / Putamen R	rpe	0.15268874254113976
15	Caudate / Putamen R	rpe	0.17108104022395437
17	Caudate / Putamen R	rpe	0.11356369085693603
18	Caudate / Putamen R	rpe	0.058236203113053296
19	Caudate / Putamen R	rpe	0.3285293273516799
20	Caudate / Putamen R	rpe	0.11513819810754714
21	Caudate / Putamen R	rpe	0.295507722110419
22	Caudate / Putamen R	rpe	0.10818698948119855
23	Caudate / Putamen R	rpe	0.05480038767588207
24	Caudate / Putamen R	rpe	0.41150581054052854
25	Caudate / Putamen R	rpe	0.35272005767676295
26	Caudate / Putamen R	rpe	-0.20465245288373266
27	Caudate / Putamen R	rpe	0.3478388597588908
28	Caudate / Putamen R	rpe	0.2376256133233776
29	Caudate / Putamen R	rpe	0.2153409466097157
30	Caudate / Putamen R	rpe	0.26502039224367113
33	Caudate / Putamen R	rpe	0.09179255065892407
34	Caudate / Putamen R	rpe	0.07576126502232518
35	Caudate / Putamen R	rpe	0.20827797028068573
36	Caudate / Putamen R	rpe	0.1663781797028714
37	Caudate / Putamen R	rpe	0.23747319375323284
38	Caudate / Putamen R	rpe	-0.04439518358544647
39	Caudate / Putamen R	rpe	0.2003607826146886
40	Caudate / Putamen R	rpe	-0.02978536071536539
41	Caudate / Putamen R	rpe	0.5282850317995832
42	Caudate / Putamen R	rpe	0.15925570172491596
43	Caudate / Putamen R	rpe	0.1866738821952347
45	Caudate / Putamen R	rpe	0.2488481808785427
46	Caudate / Putamen R	rpe	0.060305043436910316
47	Caudate / Putamen R	rpe	0.4668433405208953
48	Caudate / Putamen R	rpe	0.28478580205844933
49	Caudate / Putamen R	rpe	0.3315462233862958
50	Caudate / Putamen R	rpe	0.09405540510230846
51	Caudate / Putamen R	rpe	0.4674974717912126
52	Caudate / Putamen R	rpe	0.23908414900426708
53	Caudate / Putamen R	rpe	0.11750782563304997
54	Caudate / Putamen R	rpe	0.1415460917141037
55	Caudate / Putamen R	rpe	0.33593123744882386
56	Caudate / Putamen R	rpe	0.27399868345473416
57	Caudate / Putamen R	rpe	0.12750667480979325
58	Caudate / Putamen R	rpe	0.3718410446119527
59	Caudate / Putamen R	rpe	0.011814064734073298
60	Caudate / Putamen R	rpe	0.09554013818928332
61	Caudate / Putamen R	rpe	0.2228382447135602
62	Caudate / Putamen R	rpe	0.011821285554258591
63	Caudate / Putamen R	rpe	-0.16517844591368497
64	Caudate / Putamen R	rpe	0.2487893874679721
01	Caudate / Putamen R	urpe	0.06410824657290143
02	Caudate / Putamen R	urpe	-0.2480914669970009
03	Caudate / Putamen R	urpe	-0.059111286873227864
04	Caudate / Putamen R	urpe	-0.3312983806578101
05	Caudate / Putamen R	urpe	-0.10948301507068449
06	Caudate / Putamen R	urpe	-0.030339385904026524
07	Caudate / Putamen R	urpe	0.006996615255651567
09	Caudate / Putamen R	urpe	-0.2002589957639512
10	Caudate / Putamen R	urpe	-0.22847855932549943
11	Caudate / Putamen R	urpe	-0.05913229004066522
12	Caudate / Putamen R	urpe	-0.02894702352129908
14	Caudate / Putamen R	urpe	-0.1719741401095769
15	Caudate / Putamen R	urpe	0.047197950348576975
17	Caudate / Putamen R	urpe	-0.17886475775508856
18	Caudate / Putamen R	urpe	0.04607024849698431
19	Caudate / Putamen R	urpe	-0.10072269657056065
20	Caudate / Putamen R	urpe	-0.1442186310094986
21	Caudate / Putamen R	urpe	0.02640681048413615
22	Caudate / Putamen R	urpe	0.03922566309349859
23	Caudate / Putamen R	urpe	0.08787687903608259
24	Caudate / Putamen R	urpe	-0.2519087804984099
25	Caudate / Putamen R	urpe	-0.0791509250906547
26	Caudate / Putamen R	urpe	0.019222968029116626
27	Caudate / Putamen R	urpe	-0.020823364761535505
28	Caudate / Putamen R	urpe	0.0217555409232507
29	Caudate / Putamen R	urpe	0.1644578392196535
30	Caudate / Putamen R	urpe	-0.0779590279712108
33	Caudate / Putamen R	urpe	-0.007798302067768363
34	Caudate / Putamen R	urpe	0.06991143259981028
35	Caudate / Putamen R	urpe	-0.1192075194089713
36	Caudate / Putamen R	urpe	-0.1887472514284298
37	Caudate / Putamen R	urpe	0.073628096034242
38	Caudate / Putamen R	urpe	-0.1932770718829117
39	Caudate / Putamen R	urpe	-0.17590325586214112
40	Caudate / Putamen R	urpe	-0.007242686184365472
41	Caudate / Putamen R	urpe	-0.060404502035701746
42	Caudate / Putamen R	urpe	-0.09534766003647864
43	Caudate / Putamen R	urpe	-0.047165014802731525
45	Caudate / Putamen R	urpe	-0.002606976774535507
46	Caudate / Putamen R	urpe	-0.03373648394196234
47	Caudate / Putamen R	urpe	0.0049200927093331894
48	Caudate / Putamen R	urpe	-0.15967720035939226
49	Caudate / Putamen R	urpe	-0.13875205279347755
50	Caudate / Putamen R	urpe	-0.054983062329614474
51	Caudate / Putamen R	urpe	-0.31554422637187723
52	Caudate / Putamen R	urpe	-0.038150627286076884
53	Caudate / Putamen R	urpe	-0.020280310807560993
54	Caudate / Putamen R	urpe	-0.11990203955387035
55	Caudate / Putamen R	urpe	-0.18001896852920587
56	Caudate / Putamen R	urpe	-0.17072321920589148
57	Caudate / Putamen R	urpe	-0.13847669550041644
58	Caudate / Putamen R	urpe	-0.07610863979987499
59	Caudate / Putamen R	urpe	0.18064995656774147
60	Caudate / Putamen R	urpe	0.013145957509933076
61	Caudate / Putamen R	urpe	-0.09577088980325231
62	Caudate / Putamen R	urpe	0.02438184827382063
63	Caudate / Putamen R	urpe	-0.08147525435386012
64	Caudate / Putamen R	urpe	0.018941684321710495
