trialNumber,runNumber,visualSet,audioPair_1,audioPair_2,audioPair_3,tactilePair_1,tactilePair_2,tactilePair_3,visual,audio,tactile,combinationConditionalProbability,correctResponse,chosenKey,accurate,reward,runStartTime,trialStartTime,stimulusOnsetTime,stimulusOffsetTime,responsePressTime,responseTime,responseTimeOver,feedbackOnsetTime,responseTimeThreshold,totalAccuracy,totalErrorRate,accurateIndex,inaccurateIndex,feedbackAccuracy,feedbackOffsetTime
1,1,0,0,1,2,1,0,2,2,1,NaN,0.15,4$,2@,0,0,3754.4777412,0.00451550000025236,2.96938802887098,4.47749000000022,5.54087729999992,2.57148927112894,5.97763380000015,6.63173926169702,3,0,1,1,1,1,7.63173926169702
2,1,0,0,1,2,1,0,2,1,2,NaN,0.35,4$,2@,0,0,3754.4777412,7.64033820000031,10.3870947836463,11.8905540000001,12.4818073000001,2.09471251635387,13.3906509000003,14.0957949223452,3,0,1,1,2,1,15.0957949223452
3,1,0,0,1,2,1,0,2,0,0,NaN,0.5,2@,4$,0,0,3754.4777412,15.1068519,19.5258726305265,21.0293911000003,21.3456404000003,1.81976776947386,22.5294852000002,23.0401312159952,3,0,1,1,3,1,24.0401312159952
4,1,0,0,1,2,1,0,2,1,1,NaN,0.5,2@,2@,1,0,3754.4777412,24.0482891000001,26.8934729986504,28.3961816000001,29.0647032000002,2.17123020134977,29.8962670000001,30.9625248129601,3,0.25,0.75,1,4,0,31.9625248129601
5,1,0,0,1,2,1,0,2,2,0,NaN,0.35,4$,4$,1,0,3754.4777412,31.9723768000003,36.7227245579866,38.2256606999999,39.1095705000002,2.38684594201368,39.7259515000001,40.5484952866959,3,0.4,0.6,2,4,0,41.5484952866959
6,1,0,0,1,2,1,0,2,1,2,NaN,0.35,4$,4$,1,1,3754.4777412,41.5646916000001,43.7427542930413,45.2451166999999,45.9674027000001,2.22464840695875,46.7451558000002,47.3187417150275,3,0.5,0.5,3,4,1,48.3187417150275
7,1,0,0,1,2,1,0,2,0,1,NaN,0.35,4$,2@,0,0,3754.4777412,48.3221626,50.3384609910859,51.8412045,52.5877024000001,2.24924140891426,53.3412424000003,53.9060991213005,3,0.428571428571429,0.571428571428571,4,4,1,54.9060991213005
8,1,0,0,1,2,1,0,2,2,0,NaN,0.35,4$,4$,1,1,3754.4777412,54.9102075000001,57.1260415874267,58.6282447000003,59.4697265,2.34368491257328,60.1282802000001,61.5118658568081,3,0.5,0.5,4,5,1,62.5118658568081
9,1,0,0,1,2,1,0,2,1,1,NaN,0.5,2@,4$,0,0,3754.4777412,62.5173806000003,65.255409769627,66.7579207000003,67.3743844000001,2.11897463037303,68.2579597000004,69.073373707552,3,0.444444444444444,0.555555555555556,5,5,1,70.073373707552
10,1,0,0,1,2,1,0,2,0,0,NaN,0.5,2@,4$,0,0,3754.4777412,70.0913029000003,74.594968360931,76.0972782000003,77.4100331,2.81506473906893,77.5973086000004,78.1753396762806,3,0.4,0.6,5,6,1,79.1753396762806
11,1,0,0,1,2,1,0,2,2,2,NaN,0.5,2@,2@,1,1,3754.4777412,79.1826875000002,82.1925159213279,83.6947846000003,84.2539827000001,2.06146677867218,85.1948235,85.7322910609528,3,0.454545454545455,0.545454545454545,5,7,1,86.7322910609528
12,1,0,0,1,2,1,0,2,1,0,NaN,0.15,4$,2@,0,1,3754.4777412,86.7397556999999,90.9216677095524,92.4239492000002,93.8995086,2.97784089044762,93.9239736,94.4918790604415,3,0.416666666666667,0.583333333333333,6,7,0,95.4918790604415
13,1,0,0,1,2,1,0,2,0,2,NaN,0.15,4$,2@,0,0,3754.4777412,95.4977691000004,99.9991499998719,101.50167,101.9748837,1.97573370012833,103.0017083,103.616898312722,3,0.384615384615385,0.615384615384615,6,8,1,104.616898312722
