trialNumber,runNumber,visualSet,audioPair_1,audioPair_2,audioPair_3,tactilePair_1,tactilePair_2,tactilePair_3,visual,audio,tactile,combinationConditionalProbability,correctResponse,chosenKey,accurate,reward,runStartTime,trialStartTime,stimulusOnsetTime,stimulusOffsetTime,responsePressTime,responseTime,responseTimeOver,feedbackOnsetTime,responseTimeThreshold,totalAccuracy,totalErrorRate,accurateIndex,inaccurateIndex,feedbackAccuracy,feedbackOffsetTime
1,1,0,1,2,0,2,0,1,0,2,NaN,0.35,4$,,NaN,NaN,11085.7729506,0.00322050000067975,3.47770013161789,4.98561870000049,6.47802560000127,NaN,6.4856918000005,7.2222820310617,3,NaN,NaN,1,1,0,8.2222820310617
2,1,0,1,2,0,2,0,1,2,1,NaN,0.35,4$,4$,1,1,11085.7729506,8.23023230000035,11.1003976227657,12.6036853000005,12.9839884000012,1.88359077723544,14.1037777000001,15.2427180700288,3,1,0,1,1,1,16.2427180700288
3,1,0,1,2,0,2,0,1,1,0,NaN,0.35,4$,,NaN,NaN,11085.7729506,16.2502486000012,19.3722912481735,20.8749263999998,22.3724834000004,NaN,22.3749871,23.0626988662316,3,1,0,2,1,0,24.0626988662316
4,1,0,1,2,0,2,0,1,0,1,NaN,0.5,2@,4$,0,0,11085.7729506,24.0744351000012,27.5961483379469,29.0986396999997,29.8050254000009,2.20887706205394,30.5987246000004,31.7658337285593,3,0.5,0.5,2,1,1,32.7658337285593
5,1,0,1,2,0,2,0,1,1,2,NaN,0.5,2@,2@,1,1,11085.7729506,32.7823081000006,35.1763284688313,36.6796426000001,37.7920185000003,2.61569003116892,38.1798857000013,38.8159542033063,3,0.666666666666667,0.333333333333333,2,2,1,39.8159542033063
6,1,0,1,2,0,2,0,1,2,1,NaN,0.35,4$,4$,1,1,11085.7729506,39.8219002000005,42.2580048041546,43.760548100001,44.1473580000002,1.88935319584562,45.2605885000012,45.9824934732169,3,0.75,0.25,3,2,1,46.9824934732169
7,1,0,1,2,0,2,0,1,0,2,NaN,0.35,4$,4$,1,1,11085.7729506,46.9953389000002,51.4684016129413,53.085375300001,52.9519027000006,1.48350108705927,54.5855651000002,55.7760607333712,3,0.8,0.2,4,2,1,56.7760607333712
8,1,0,1,2,0,2,0,1,2,0,NaN,0.5,2@,2@,1,1,11085.7729506,56.7875798000005,59.4676873441222,60.970084300001,61.4421436000011,1.97445625587898,62.4702703000003,63.700899745385,3,0.833333333333333,0.166666666666667,5,2,1,64.700899745385
9,1,0,1,2,0,2,0,1,0,1,NaN,0.5,2@,4$,0,0,11085.7729506,64.711849700001,68.3234503465719,69.5035389000004,69.3710303000007,1.04757995342879,71.0035790000002,72.5387194826799,3,0.714285714285714,0.285714285714286,6,2,1,73.5387194826799
10,1,0,1,2,0,2,0,1,1,2,NaN,0.5,2@,4$,0,0,11085.7729506,73.5531769000008,77.2160862214823,78.7185069999996,80.1306808000008,2.91459457851852,80.2185356000009,80.7909744867393,3,0.625,0.375,6,3,1,81.7909744867393
