Unnamed: 0,trialNumber,runNumber,visualSet,audioSet,visual,audio,combinationConditionalProbability,correctResponse,chosenKey,accurate,reward,startTime,stimulusOnsetTime,stimulusOffsetTime,responsePressTime,responseTime,feedbackOnsetTime,feedbackOffsetTime,responseTimeThreshold,totalAccuracy,totalErrorRate,accurateIndex,inaccurateIndex,participantID,stimulusPair
93,34,2,1,0,1,1,0.35,0,0,1,1,184.7548544,185.4579475,187.0091905,186.434206,0.976258500000085,189.1155491,190.1219178,3.5,0.588235294117647,0.411764705882353,20,15,24,"(1, 1)"
94,35,2,1,0,2,0,0.35,0,0,1,1,190.1285788,190.8132635,192.4124466,191.6502129,0.836949399999867,194.526461,195.5419995,3.5,0.6,0.4,21,15,24,"(2, 0)"
95,36,2,1,0,2,1,0.5,1,1,1,1,195.5484663,196.2355616,197.8431779,197.090208,0.854646399999865,199.9498186,200.9624039,3.5,0.611111111111111,0.388888888888889,22,15,24,"(2, 1)"
96,37,2,1,0,1,0,0.15,0,1,0,0,200.9681361,201.6561337,203.2649559,202.7940341,1.13790040000004,205.3812355,206.4068311,3.5,0.594594594594595,0.405405405405405,23,15,24,"(1, 0)"
97,38,2,1,0,1,0,0.15,0,1,0,0,206.4212904,207.1619167,208.7994877,208.7994084,1.63749170000006,210.9113802,211.9288652,3.5,0.578947368421053,0.421052631578947,23,16,24,"(1, 0)"
98,39,2,1,0,0,0,0.5,1,0,0,1,211.9353577,212.6275228,214.1774717,214.010211,1.38268819999985,216.3034612,217.3093962,3.5,0.564102564102564,0.435897435897436,23,17,24,"(0, 0)"
99,40,2,1,0,0,0,0.5,1,0,0,0,217.315139,218.0229352,219.9104436,219.9103674,1.88743219999992,222.0223987,223.030428,3.5,0.55,0.45,23,18,24,"(0, 0)"
100,41,2,1,0,1,2,0.5,1,0,0,0,223.036181,223.7506301,226.1753781,226.1752991,2.42466899999999,228.2873652,229.2953435,3.5,0.536585365853659,0.463414634146341,23,19,24,"(1, 2)"
101,42,2,1,0,1,2,0.5,1,1,1,1,229.300957,229.9896879,231.7954822,231.7954038,1.8057159,233.9073182,234.9154674,3.5,0.547619047619048,0.452380952380952,23,20,24,"(1, 2)"
102,43,2,1,0,0,0,0.5,1,1,1,1,234.9218605,235.642389,237.4995924,237.499516,1.85712699999999,239.6113784,240.6195503,3.5,0.558139534883721,0.441860465116279,24,20,24,"(0, 0)"
103,44,2,1,0,0,0,0.5,1,1,1,1,240.6339741,241.3430835,242.9178286,242.9177449,1.57466139999997,245.0413862,246.0523394,3.5,0.568181818181818,0.431818181818182,25,20,24,"(0, 0)"
104,45,2,1,0,2,0,0.35,0,0,1,0,246.0596863,246.7755706,248.3334454,247.6821714,0.906600800000206,250.4390278,251.4503444,3.5,0.577777777777778,0.422222222222222,26,20,24,"(2, 0)"
105,46,2,1,0,1,1,0.35,0,0,1,1,251.4575732,252.1898766,253.9422359,253.9421593,1.75228270000002,256.0539343,257.0650525,3.5,0.58695652173913,0.41304347826087,27,20,24,"(1, 1)"
106,47,2,1,0,2,1,0.5,1,1,1,0,257.0724384,257.7543469,259.3176078,258.7620022,1.0076552999999,261.4295226,262.4537936,3.5,0.595744680851064,0.404255319148936,28,20,24,"(2, 1)"
107,48,2,1,0,2,0,0.35,0,0,1,0,262.4604929,263.1790957,264.7653866,264.0101907,0.831095000000005,266.8760765,267.8930738,3.5,0.604166666666667,0.395833333333333,29,20,24,"(2, 0)"
108,49,2,1,0,0,0,0.5,1,1,1,1,267.9007892,268.585675,270.1710164,269.85802,1.27234500000009,272.288888,273.3025692,3.5,0.612244897959184,0.387755102040816,30,20,24,"(0, 0)"
109,50,2,1,0,0,1,0.15,0,0,1,1,273.3100388,273.9962341,275.4529301,275.4528495,1.45661540000015,277.5765932,278.5907021,3.5,0.62,0.38,31,20,24,"(0, 1)"
110,51,2,1,0,1,2,0.5,1,1,1,1,278.6053117,279.3273263,281.1017984,281.1017211,1.77439479999998,283.2136231,284.2219148,3.5,0.627450980392157,0.372549019607843,32,20,24,"(1, 2)"
111,52,2,1,0,0,0,0.5,1,1,1,1,284.2277471,284.9494416,286.4151249,286.4150446,1.46560299999987,288.538675,289.5466322,3.5,0.634615384615385,0.365384615384615,33,20,24,"(0, 0)"
112,53,2,1,0,1,0,0.15,0,0,1,1,289.5540848,290.2524865,291.8290321,291.5542484,1.3017619000002,293.9543868,294.9609713,3.5,0.641509433962264,0.358490566037736,34,20,24,"(1, 0)"
113,54,2,1,0,2,1,0.5,1,1,1,1,294.967438,295.6545141,297.2388803,296.4181527,0.763638599999922,299.3411279,300.3488402,3.5,0.648148148148148,0.351851851851852,35,20,24,"(2, 1)"
114,55,2,1,0,1,2,0.5,1,0,0,0,300.3552441,301.0802088,302.8227119,302.8226337,1.74242490000006,304.934651,305.9444116,3.5,0.636363636363636,0.363636363636364,36,20,24,"(1, 2)"
115,56,2,1,0,0,0,0.5,1,0,0,0,305.9512414,306.6746072,308.2645682,307.9379803,1.26337310000008,310.3901351,311.4002316,3.5,0.625,0.375,36,21,24,"(0, 0)"
116,57,2,1,0,0,2,0.35,0,0,1,0,311.4144372,312.1250798,314.6509543,314.6508791,2.52579930000002,316.7626926,317.7722743,3.5,0.631578947368421,0.368421052631579,36,22,24,"(0, 2)"
117,58,2,1,0,1,2,0.5,1,1,1,0,317.777939,318.5020678,320.0954338,319.4259987,0.923930899999959,322.2082748,323.2142634,3.5,0.637931034482759,0.362068965517241,37,22,24,"(1, 2)"
118,59,2,1,0,0,0,0.5,1,0,0,0,323.2214924,323.9371562,326.9642438,326.9641655,3.02700929999992,329.0761472,330.0842596,3.5,0.627118644067797,0.372881355932203,38,22,24,"(0, 0)"
119,60,2,1,0,2,0,0.35,0,0,1,1,330.0899491,330.8200014,332.4024543,331.7781617,0.958160299999918,334.5162574,335.5325347,3.5,0.633333333333333,0.366666666666667,38,23,24,"(2, 0)"
120,1,3,2,1,1,1,0.35,0,0,1,1,8.12999999197928e-05,0.734511599999905,2.70822410000005,2.70814640000003,1.97363480000013,4.82016270000008,5.82813409999994,3.5,1.0,0.0,1,1,24,"(1, 1)"
121,2,3,2,1,1,1,0.35,0,0,1,1,5.83186440000009,6.5554697,8.5508448999999,8.55076750000012,1.99529780000012,10.6628244999999,11.6709602000001,3.5,1.0,0.0,2,1,24,"(1, 1)"
122,3,3,2,1,2,2,0.15,0,1,0,0,11.6782346,12.4051912,14.2681012,14.2680244000001,1.86283320000007,16.3800501000001,17.3881851000001,3.5,0.666666666666667,0.333333333333333,3,1,24,"(2, 2)"
123,4,3,2,1,0,0,0.5,1,0,0,0,17.4026461000001,18.0987009,20.3655771000001,20.3655002999999,2.26679939999985,22.4775715000001,23.4865543000001,3.5,0.5,0.5,3,2,24,"(0, 0)"
124,5,3,2,1,2,0,0.35,0,1,0,0,23.4929065000001,24.1940368,25.598506,25.5984309,1.40439409999999,27.7277796999999,28.7335283,3.5,0.4,0.6,3,3,24,"(2, 0)"
125,6,3,2,1,2,0,0.35,0,0,1,1,28.7407869000001,29.4251356,30.9927760999999,30.5960775999999,1.17094199999997,33.1215116999999,34.1384232,3.5,0.5,0.5,3,4,24,"(2, 0)"
126,7,3,2,1,2,1,0.5,1,1,1,0,34.1446825,34.8394503,36.892722,36.8926435000001,2.05319320000012,39.0047079999999,40.012716,3.5,0.571428571428571,0.428571428571429,4,4,24,"(2, 1)"
127,8,3,2,1,0,0,0.5,1,1,1,0,40.0183787000001,40.7140855,43.1966035,43.1965269,2.48244139999997,45.3085848000001,46.3165271,3.5,0.625,0.375,5,4,24,"(0, 0)"
128,9,3,2,1,2,1,0.5,1,0,0,0,46.3309852,47.0220098,48.8500472999999,48.8499704999999,1.82796069999995,50.9620975,51.9700642,3.5,0.555555555555556,0.444444444444444,6,4,24,"(2, 1)"
129,10,3,2,1,0,2,0.35,0,1,0,0,51.9764258,52.6771862000001,56.0518956000001,56.0518172,3.37463099999991,58.1638800000001,59.1722251000001,3.5,0.5,0.5,6,5,24,"(0, 2)"
130,11,3,2,1,1,2,0.5,1,0,0,1,59.1788188999999,59.8751130999999,61.6297314999999,61.6296536,1.75454050000008,63.7414326999999,64.7496137000001,3.5,0.454545454545455,0.545454545454545,6,6,24,"(1, 2)"
131,12,3,2,1,0,2,0.35,0,1,0,0,64.7560811999999,65.4665901999999,67.0647398999999,67.0646590000001,1.59806880000019,69.1764727,70.1964054,3.5,0.416666666666667,0.583333333333333,6,7,24,"(0, 2)"
132,13,3,2,1,2,1,0.5,1,0,0,1,70.2022572000001,70.8985347,72.4617357,72.2279088,1.3293741,74.5781148999999,75.5922117,3.5,0.384615384615385,0.615384615384615,6,8,24,"(2, 1)"
133,14,3,2,1,0,0,0.5,1,1,1,1,75.599389,76.2953147000001,78.8080285999999,78.8079524,2.51263769999991,80.9199094999999,81.9279741,3.5,0.428571428571429,0.571428571428571,6,9,24,"(0, 0)"
134,15,3,2,1,1,2,0.5,1,0,0,1,81.9422984,82.6463865000001,85.3118621000001,85.3117841000001,2.66539760000001,87.4234340999999,88.4326630999999,3.5,0.4,0.6,7,9,24,"(1, 2)"
135,16,3,2,1,0,2,0.35,0,,0,0,88.4386016000001,89.1405665,90.5406997,92.6437353000001,,92.6564999,93.6700349,3.5,0.375,0.625,7,10,24,"(0, 2)"
136,17,3,2,1,2,0,0.35,0,1,0,1,93.6762503,94.3647778,96.0489087000001,96.0488296000001,1.68405180000013,98.1609031,99.1845979,3.5,0.352941176470588,0.647058823529412,7,11,24,"(2, 0)"
137,18,3,2,1,1,0,0.15,0,0,1,1,99.1912404,99.8975845,101.4670163,101.084086,1.18650150000008,103.5942868,104.6090267,3.5,0.388888888888889,0.611111111111111,7,12,24,"(1, 0)"
138,19,3,2,1,1,2,0.5,1,1,1,1,104.6163817,105.316799,107.9733468,107.9732681,2.65646910000009,110.0853292,111.0949314,3.5,0.421052631578947,0.578947368421053,8,12,24,"(1, 2)"
139,20,3,2,1,0,1,0.15,0,0,1,0,111.1014925,111.8043272,114.1639154,114.1638279,2.35950070000013,116.2755032,117.2847781,3.5,0.45,0.55,9,12,24,"(0, 1)"
140,21,3,2,1,1,2,0.5,1,1,1,1,117.2906353,118.0126452,120.2536754,120.2535955,2.24095030000012,122.3655093,123.3734885,3.5,0.476190476190476,0.523809523809524,10,12,24,"(1, 2)"
141,22,3,2,1,0,0,0.5,1,0,0,0,123.3881259,124.0898041,126.7568576,126.7567808,2.66697670000008,128.8686064,129.8776233,3.5,0.454545454545455,0.545454545454545,11,12,24,"(0, 0)"
142,23,3,2,1,1,0,0.15,0,0,1,1,129.8848661,130.6472816,132.2143463,131.8760153,1.22873370000002,134.3442288,135.3496565,3.5,0.478260869565217,0.521739130434783,11,13,24,"(1, 0)"
143,24,3,2,1,0,0,0.5,1,0,0,0,135.3588402,136.0779049,137.7382859,137.7381763,1.66027140000006,139.8500504,140.8685392,3.5,0.458333333333333,0.541666666666667,12,13,24,"(0, 0)"
144,25,3,2,1,1,2,0.5,1,1,1,0,140.8752897,141.52286,143.4685514,143.4684729,1.94561290000001,145.5803906,146.5886609,3.5,0.48,0.52,12,14,24,"(1, 2)"
145,26,3,2,1,0,1,0.15,0,0,1,1,146.5944408,147.306018,149.1024895,149.1024116,1.7963936000001,151.2144801,152.2224133,3.5,0.5,0.5,13,14,24,"(0, 1)"
146,27,3,2,1,2,1,0.5,1,1,1,1,152.2293213,152.9622499,154.612244,154.6121632,1.64991329999998,156.7240607,157.7577332,3.5,0.518518518518518,0.481481481481482,14,14,24,"(2, 1)"
147,28,3,2,1,1,1,0.35,0,0,1,0,157.7851019,158.4822759,159.9480922,159.9480116,1.46573569999987,162.0717479,163.0811522,3.5,0.535714285714286,0.464285714285714,15,14,24,"(1, 1)"
148,29,3,2,1,2,1,0.5,1,1,1,1,163.0879431,164.2949797,166.5275828,165.6760539,1.38107419999983,168.6929513,169.7379604,3.5,0.551724137931034,0.448275862068966,16,14,24,"(2, 1)"
149,30,3,2,1,1,1,0.35,0,0,1,1,169.9246588,170.8994518,172.4621048,172.2280224,1.32857060000015,174.6018769,175.6442361,3.5,0.566666666666667,0.433333333333333,17,14,24,"(1, 1)"
150,31,3,2,1,0,0,0.5,1,1,1,1,175.8151439,176.7126911,178.2615235,178.2614432,1.5487521,180.3860494,181.4155481,3.5,0.580645161290323,0.419354838709677,18,14,24,"(0, 0)"
151,32,3,2,1,2,0,0.35,0,0,1,1,181.4276272,183.3254321,184.9359194,184.7240913,1.39865920000011,187.0782298,188.1146078,3.5,0.59375,0.40625,19,14,24,"(2, 0)"
152,33,3,2,1,0,2,0.35,0,0,1,0,188.2993954,190.0168172,192.242648,192.2425676,2.22575039999992,194.3723576,195.4021539,3.5,0.606060606060606,0.393939393939394,20,14,24,"(0, 2)"
153,34,3,2,1,2,0,0.35,0,1,0,0,195.5342053,196.2721229,198.7010605,198.7009806,2.42885769999998,200.8129533,201.8227729,3.5,0.588235294117647,0.411764705882353,21,14,24,"(2, 0)"
154,35,3,2,1,2,0,0.35,0,0,1,0,201.8298012,202.7039088,204.1840722,204.1839895,1.48008070000014,206.3084568,207.3276658,3.5,0.6,0.4,21,15,24,"(2, 0)"
155,36,3,2,1,0,2,0.35,0,0,1,1,207.3341978,208.6652994,210.2279665,209.9640179,1.29871849999995,212.3598915,213.3869819,3.5,0.611111111111111,0.388888888888889,22,15,24,"(0, 2)"
156,37,3,2,1,2,2,0.15,0,0,1,1,213.5506255,215.3052323,217.2156225,217.2155408,1.91030850000016,219.3438787,220.3750594,3.5,0.621621621621622,0.378378378378378,23,15,24,"(2, 2)"
157,38,3,2,1,2,1,0.5,1,1,1,1,220.4988602,221.2188468,223.3545861,223.3545056,2.1356588000001,225.4662384,226.4750367,3.5,0.631578947368421,0.368421052631579,24,15,24,"(2, 1)"
158,39,3,2,1,1,2,0.5,1,1,1,0,226.4810934,227.1904448,230.0103631,230.0102836,2.81983880000007,232.1223517,233.1302798,3.5,0.641025641025641,0.358974358974359,25,15,24,"(1, 2)"
159,40,3,2,1,1,2,0.5,1,0,0,0,233.1363272,233.8456628,235.437784,235.2360286,1.39036580000015,237.5597205,238.5665266,3.5,0.625,0.375,26,15,24,"(1, 2)"
160,41,3,2,1,1,0,0.15,0,0,1,1,238.5891332,239.2788594,240.8390826,240.3238545,1.04499509999982,242.9454335,243.9653844,3.5,0.634146341463415,0.365853658536585,26,16,24,"(1, 0)"
161,42,3,2,1,2,0,0.35,0,1,0,0,243.9723399,245.2975606,248.7384188,248.7383346,3.44077399999992,250.8510829,251.8597547,3.5,0.619047619047619,0.380952380952381,27,16,24,"(2, 0)"
162,43,3,2,1,2,1,0.5,1,1,1,1,251.8758897,252.6137653,254.0446089,254.0444935,1.43072819999998,256.168281,257.1823791,3.5,0.627906976744186,0.372093023255814,27,17,24,"(2, 1)"
163,44,3,2,1,2,1,0.5,1,1,1,1,257.1882892,257.8914512,259.4821495,259.067852,1.17640079999978,261.597035,262.6162612,3.5,0.636363636363636,0.363636363636364,28,17,24,"(2, 1)"
164,45,3,2,1,1,1,0.35,0,0,1,1,262.6237453,263.4968979,265.1044428,264.8438436,1.34694569999988,267.224538,268.2412069,3.5,0.644444444444444,0.355555555555556,29,17,24,"(1, 1)"
165,46,3,2,1,1,1,0.35,0,0,1,0,268.2597996,269.0206575,270.6263466,270.6262645,1.60560699999996,272.749981,273.7590953,3.5,0.652173913043478,0.347826086956522,30,17,24,"(1, 1)"
166,47,3,2,1,0,2,0.35,0,0,1,0,273.7848494,274.5713359,276.048981,276.0488994,1.47756350000009,278.1726187,279.1891085,3.5,0.659574468085106,0.340425531914894,31,17,24,"(0, 2)"
167,48,3,2,1,1,2,0.5,1,1,1,0,279.1957198,281.354357,282.920862,282.5640694,1.20971240000017,285.064021,286.0911095,3.5,0.666666666666667,0.333333333333333,32,17,24,"(1, 2)"
168,49,3,2,1,1,2,0.5,1,1,1,1,286.2627138,286.9990441,288.5709674,288.5708847,1.57184060000009,290.6944363,291.7148042,3.5,0.673469387755102,0.326530612244898,33,17,24,"(1, 2)"
169,50,3,2,1,0,0,0.5,1,1,1,1,291.7218355,293.6923544,295.1962005,295.1961151,1.50376069999993,297.329807,298.3631785,3.5,0.68,0.32,34,17,24,"(0, 0)"
170,51,3,2,1,0,0,0.5,1,1,1,1,298.5210306,299.2656726,300.8552737,300.3960488,1.1303762,302.9769497,303.9975022,3.5,0.686274509803922,0.313725490196078,35,17,24,"(0, 0)"
171,52,3,2,1,2,2,0.15,0,0,1,1,304.0099298,304.9830055,306.9565825,306.956497,1.97349149999991,309.0692793,310.0787405,3.5,0.692307692307692,0.307692307692308,36,17,24,"(2, 2)"
172,53,3,2,1,1,1,0.35,0,0,1,0,310.111244,310.8315259,312.5912895,312.5912111,1.75968519999992,314.7033564,315.7112453,3.5,0.69811320754717,0.30188679245283,37,17,24,"(1, 1)"
173,54,3,2,1,0,0,0.5,1,1,1,1,315.7230941,316.6120091,319.0154562,317.7400811,1.12807199999997,321.1768759,322.2269895,3.5,0.703703703703704,0.296296296296296,38,17,24,"(0, 0)"
174,55,3,2,1,0,0,0.5,1,1,1,1,322.4234519,323.4832909,325.0642146,324.7477989,1.26450799999998,327.1852007,328.2001375,3.5,0.709090909090909,0.290909090909091,39,17,24,"(0, 0)"
175,56,3,2,1,0,1,0.15,0,0,1,1,328.2142423,328.9045027,330.3359276,330.3358452,1.43134250000003,332.4595968,333.4787602,3.5,0.714285714285714,0.285714285714286,40,17,24,"(0, 1)"
176,57,3,2,1,2,1,0.5,1,1,1,1,333.4923693,334.2547774,335.9674184,335.9673368,1.71255940000015,338.0774535,339.1012893,3.5,0.719298245614035,0.280701754385965,41,17,24,"(2, 1)"
177,58,3,2,1,1,2,0.5,1,1,1,1,339.1075389,341.4589962,343.0387322,342.5480352,1.08903899999996,345.1877205,346.2404456,3.5,0.724137931034483,0.275862068965517,42,17,24,"(1, 2)"
178,59,3,2,1,2,1,0.5,1,1,1,0,346.4370276,348.2307996,350.1129899,350.1129074,1.88210780000009,352.2424475,353.2724433,3.5,0.728813559322034,0.271186440677966,43,17,24,"(2, 1)"
179,60,3,2,1,0,2,0.35,0,0,1,0,353.4400794,354.1973444,356.3445269,355.3319644,1.13462000000004,358.4692863,359.4984187,3.5,0.733333333333333,0.266666666666667,44,17,24,"(0, 2)"
180,1,4,3,2,1,2,0.5,1,1,1,1,0.0031291000000237,0.742098799999894,3.25044849999995,3.25028139999995,2.50818260000005,5.36797039999988,6.3765507999999,3.5,1.0,0.0,1,1,24,"(1, 2)"
181,2,4,3,2,0,0,0.5,1,1,1,1,6.41788989999986,7.12040239999988,9.42809269999998,9.42801409999993,2.30761170000005,11.539888,12.5480115,3.5,1.0,0.0,2,1,24,"(0, 0)"
182,3,4,3,2,1,2,0.5,1,1,1,0,12.6420326999998,13.3579373999999,15.4383456,15.4382679999999,2.08033060000002,17.5502787,18.5584394999998,3.5,1.0,0.0,3,1,24,"(1, 2)"
183,4,4,3,2,1,1,0.35,0,0,1,0,18.5708932,19.2681361,21.3361253,21.3360456999999,2.06790959999989,23.4480300999999,24.4561937999999,3.5,1.0,0.0,4,1,24,"(1, 1)"
184,5,4,3,2,2,0,0.35,0,0,1,1,24.4777093999999,25.1729952000001,27.1657716,27.1656920999999,1.99269689999983,29.2775558999999,30.2856268,3.5,1.0,0.0,5,1,24,"(2, 0)"
185,6,4,3,2,0,1,0.15,0,0,1,1,30.2913715,30.9926888,32.4851358999999,32.4850524999999,1.49236369999994,34.6088540999999,35.6245471,3.5,1.0,0.0,6,1,24,"(0, 1)"
186,7,4,3,2,1,0,0.15,0,0,1,1,35.6305848,36.3228164,38.2393767999999,38.2392966,1.91648020000002,40.3512923999999,41.3600925999999,3.5,1.0,0.0,7,1,24,"(1, 0)"
187,8,4,3,2,0,2,0.35,0,0,1,1,41.3708873,42.0689247999999,43.7790831,43.7789984999999,1.71007370000007,45.8910234,46.914833,3.5,1.0,0.0,8,1,24,"(0, 2)"
188,9,4,3,2,0,2,0.35,0,0,1,1,46.9206231999999,47.6142264,49.3014458,49.3013638999998,1.68713749999984,51.4133374999999,52.4306483999999,3.5,1.0,0.0,9,1,24,"(0, 2)"
189,10,4,3,2,2,2,0.15,0,1,0,0,52.4364831,53.1292917999999,54.9466433,54.9465633,1.81727150000006,57.0584853999999,58.072285,3.5,0.9,0.1,10,1,24,"(2, 2)"
190,11,4,3,2,2,0,0.35,0,0,1,0,58.0868444,58.794177,60.5985816,60.5985008,1.80432380000002,62.7103288999999,63.7183522999999,3.5,0.909090909090909,0.0909090909090909,10,2,24,"(2, 0)"
191,12,4,3,2,2,0,0.35,0,0,1,1,63.7258064999999,64.4261515999999,65.9898787,65.9897968,1.56364520000011,68.1135147,69.1339556,3.5,0.916666666666667,0.0833333333333334,11,2,24,"(2, 0)"
192,13,4,3,2,2,1,0.5,1,1,1,1,69.1404061000001,69.8407006999998,71.5030145000001,71.5029331999999,1.66223250000007,73.6148054999999,74.6326630999999,3.5,0.923076923076923,0.0769230769230769,12,2,24,"(2, 1)"
193,14,4,3,2,0,2,0.35,0,0,1,1,74.6399945999999,75.3917512999999,76.8064176,76.8063367,1.41458540000008,78.9299876999999,79.9366407999999,3.5,0.928571428571429,0.0714285714285714,13,2,24,"(0, 2)"
194,15,4,3,2,2,1,0.5,1,1,1,0,79.9439295,80.7374780999999,82.668013,82.6679351999999,1.93045710000001,84.7799676,85.7880115999999,3.5,0.933333333333333,0.0666666666666667,14,2,24,"(2, 1)"
195,16,4,3,2,0,0,0.5,1,0,0,0,85.7935861999999,86.5162189,88.0848980999999,87.5390797,1.02286079999999,90.1868440999999,91.1934076999999,3.5,0.875,0.125,15,2,24,"(0, 0)"
196,17,4,3,2,1,2,0.5,1,1,1,1,91.2044361000001,91.8491463,93.6300538999999,93.6299750000001,1.78082870000003,95.7417627,96.7499292,3.5,0.882352941176471,0.117647058823529,15,3,24,"(1, 2)"
197,18,4,3,2,1,2,0.5,1,1,1,0,96.7645353999999,97.4793769999999,99.2800328999999,99.2799536,1.80057660000011,101.3918717,102.4038751,3.5,0.888888888888889,0.111111111111111,16,3,24,"(1, 2)"
198,19,4,3,2,0,2,0.35,0,0,1,0,102.4096644,103.1379576,104.728129,104.1392271,1.00126950000003,106.8372406,107.8641736,3.5,0.894736842105263,0.105263157894737,17,3,24,"(0, 2)"
199,20,4,3,2,1,2,0.5,1,1,1,1,107.8706725,108.5885294,110.0694496,110.0693664,1.48083700000007,112.1929145,113.2074108,3.5,0.9,0.1,18,3,24,"(1, 2)"
200,21,4,3,2,0,2,0.35,0,0,1,1,113.2137467,113.9129516,115.4759754,114.7470903,0.834138699999812,117.5888076,118.6072422,3.5,0.904761904761905,0.0952380952380952,19,3,24,"(0, 2)"
201,22,4,3,2,0,0,0.5,1,1,1,1,118.6158056,119.321605,120.9019309,120.4513285,1.12972350000018,123.0262677,124.0372522,3.5,0.909090909090909,0.0909090909090909,20,3,24,"(0, 0)"
202,23,4,3,2,1,1,0.35,0,0,1,1,124.0492997,124.7460013,126.2957711,126.1391038,1.39310249999994,128.4164223,129.4225806,3.5,0.91304347826087,0.0869565217391305,21,3,24,"(1, 1)"
203,24,4,3,2,2,1,0.5,1,1,1,1,129.4549919,130.1675942,131.7775065,131.7774239,1.60982970000009,133.8893532,134.8971116,3.5,0.916666666666667,0.0833333333333334,22,3,24,"(2, 1)"
204,25,4,3,2,2,1,0.5,1,1,1,1,134.9027485,135.6432369,137.19713,136.6353096,0.992072700000108,139.2990921,140.3129331,3.5,0.92,0.08,23,3,24,"(2, 1)"
205,26,4,3,2,0,2,0.35,0,0,1,1,140.318614,141.042423,142.5995804,142.2670557,1.22463270000003,144.728345,145.7434221,3.5,0.923076923076923,0.0769230769230769,24,3,24,"(0, 2)"
206,27,4,3,2,1,2,0.5,1,1,1,0,145.7544057,146.4430498,148.4380117,148.4379309,1.99488109999993,150.5498146,151.5579096,3.5,0.925925925925926,0.0740740740740741,25,3,24,"(1, 2)"
207,28,4,3,2,2,1,0.5,1,1,1,0,151.5636844,152.3666945,153.9451328,153.7392836,1.37258909999991,156.0659495,157.0828113,3.5,0.928571428571429,0.0714285714285714,26,3,24,"(2, 1)"
208,29,4,3,2,1,2,0.5,1,1,1,1,157.0887612,157.785905,159.4195621,159.41948,1.63357500000006,161.550188,162.5695475,3.5,0.931034482758621,0.0689655172413793,27,3,24,"(1, 2)"
209,30,4,3,2,1,1,0.35,0,0,1,0,162.5840639,163.2105805,164.774075,164.3310884,1.12050790000012,166.8873846,167.8995934,3.5,0.933333333333333,0.0666666666666667,28,3,24,"(1, 1)"
210,31,4,3,2,1,2,0.5,1,1,1,1,167.9052272,168.6157651,170.2535632,170.2534803,1.6377152,172.36542,173.3829246,3.5,0.935483870967742,0.0645161290322581,29,3,24,"(1, 2)"
211,32,4,3,2,0,1,0.15,0,0,1,1,173.3941945,174.0825887,175.6365701,175.4512857,1.36869700000011,177.7519481,178.759445,3.5,0.9375,0.0625,30,3,24,"(0, 1)"
212,33,4,3,2,0,0,0.5,1,1,1,0,178.7659981,179.4542994,181.0522616,180.5310767,1.0767773,183.1822117,184.1896517,3.5,0.939393939393939,0.0606060606060606,31,3,24,"(0, 0)"
213,34,4,3,2,0,0,0.5,1,1,1,1,184.1977898,184.8823928,186.443839,185.7952688,0.912876000000097,188.5461759,189.5548933,3.5,0.941176470588235,0.0588235294117647,32,3,24,"(0, 0)"
214,35,4,3,2,1,0,0.15,0,0,1,1,189.5624521,190.253129,191.8306654,191.3151983,1.06206930000008,193.9579381,194.9807947,3.5,0.942857142857143,0.0571428571428572,33,3,24,"(1, 0)"
215,36,4,3,2,2,1,0.5,1,1,1,1,194.9874706,195.8712531,197.8708881,197.1392046,1.26795149999998,200.0379245,201.0801679,3.5,0.944444444444444,0.0555555555555556,34,3,24,"(2, 1)"
216,37,4,3,2,2,1,0.5,1,1,1,1,201.2987573,202.99406,204.5995884,203.9550451,0.960985100000016,206.7179466,207.7550138,3.5,0.945945945945946,0.0540540540540541,35,3,24,"(2, 1)"
217,38,4,3,2,0,2,0.35,0,0,1,1,207.8909478,208.6189568,210.8747435,210.87466,2.25570319999997,212.9866815,213.9948648,3.5,0.947368421052632,0.0526315789473685,36,3,24,"(0, 2)"
218,39,4,3,2,1,1,0.35,0,0,1,0,214.0017893,214.7610505,216.3307527,215.8912348,1.13018429999988,218.4610595,219.4667199,3.5,0.948717948717949,0.0512820512820513,37,3,24,"(1, 1)"
219,40,4,3,2,2,0,0.35,0,0,1,0,219.4735594,220.4849893,222.2789934,221.7872419,1.30225259999997,224.4265561,225.4854678,3.5,0.95,0.05,38,3,24,"(2, 0)"
220,41,4,3,2,1,1,0.35,0,0,1,1,225.6875339,227.6982916,229.3382944,228.859076,1.16078440000001,231.4691422,232.5097282,3.5,0.951219512195122,0.0487804878048781,39,3,24,"(1, 1)"
221,42,4,3,2,2,1,0.5,1,1,1,1,232.6480464,233.7735251,235.6604491,234.6512105,0.877685400000018,237.8213647,238.8540077,3.5,0.952380952380952,0.0476190476190477,40,3,24,"(2, 1)"
222,43,4,3,2,1,0,0.15,0,0,1,1,239.0455322,240.5217822,242.5430168,241.7070685,1.18528629999992,244.7019501,245.7408577,3.5,0.953488372093023,0.0465116279069767,41,3,24,"(1, 0)"
223,44,4,3,2,0,0,0.5,1,1,1,0,245.8997513,247.7124851,249.3767144,249.3766238,1.66413870000019,251.5043159,252.5377365,3.5,0.954545454545455,0.0454545454545454,42,3,24,"(0, 0)"
224,45,4,3,2,2,0,0.35,0,0,1,1,252.7146929,253.4664992,255.0873272,254.6110366,1.14453739999999,257.2136718,258.2275644,3.5,0.955555555555556,0.0444444444444444,43,3,24,"(2, 0)"
