Unnamed: 0,trialNumber,runNumber,visualSet,audioSet,visual,audio,combinationConditionalProbability,correctResponse,chosenKey,accurate,reward,startTime,stimulusOnsetTime,stimulusOffsetTime,responsePressTime,responseTime,feedbackOnsetTime,feedbackOffsetTime,responseTimeThreshold,totalAccuracy,totalErrorRate,accurateIndex,inaccurateIndex,participantID,stimulusPair
0,1,1,0,2,2,1,0.5,1,1,1,1,0.0099420000000236,0.612051800000017,2.14334689999998,2.14318079999998,1.53112899999996,4.2656629,5.27689359999999,3.5,1.0,0.0,1,1,5,"(2, 1)"
1,2,1,0,2,0,0,0.5,1,1,1,1,5.42479760000003,6.01795770000001,7.82037930000001,7.82020990000001,1.8022522,9.93261580000001,10.9423919,3.5,1.0,0.0,2,1,5,"(0, 0)"
2,3,1,0,2,1,2,0.5,1,1,1,1,11.0160348,11.6068056,13.309413,13.3092414,1.70243579999999,15.4213894,16.4295222,3.5,1.0,0.0,3,1,5,"(1, 2)"
3,4,1,0,2,0,2,0.35,0,0,1,0,16.4460838,17.0367632,18.7508328,18.7506816,1.71391840000001,20.8631588,21.8717572,3.5,1.0,0.0,4,1,5,"(0, 2)"
4,5,1,0,2,2,1,0.5,1,1,1,0,21.8832372,22.4790419,24.0397976,24.0394773,1.56043539999996,26.154142,27.1627979,3.5,1.0,0.0,5,1,5,"(2, 1)"
5,6,1,0,2,2,1,0.5,1,0,0,0,27.1854528,27.775917,29.2575857,29.2573684,1.48145140000003,31.3692759,32.3776797,3.5,0.833333333333333,0.166666666666667,6,1,5,"(2, 1)"
6,7,1,0,2,2,2,0.15,0,1,0,0,32.3850274,32.9789821,34.6988974,34.6988116,1.7198295,36.8106973,37.8188549,3.5,0.714285714285714,0.285714285714286,6,2,5,"(2, 2)"
7,8,1,0,2,0,2,0.35,0,1,0,1,37.8246245,38.4155416,39.9783479,39.9781762,1.56263460000002,42.0882085,43.0961904,3.5,0.625,0.375,6,3,5,"(0, 2)"
8,9,1,0,2,2,1,0.5,1,0,0,1,43.1019214,43.6922245,46.0768826,46.0767968,2.3845723,48.188928,49.196862,3.5,0.555555555555556,0.444444444444444,6,4,5,"(2, 1)"
9,10,1,0,2,0,0,0.5,1,0,0,0,49.2034025,49.7962863,51.9661806,51.9660942,2.16980789999997,54.0780265,55.0860675,3.5,0.5,0.5,6,5,5,"(0, 0)"
10,11,1,0,2,2,0,0.35,0,1,0,0,55.0924777,55.6833749,57.6787653,57.6786786,1.99530370000002,59.7905814,60.7984781,3.5,0.454545454545455,0.545454545454545,6,6,5,"(2, 0)"
11,12,1,0,2,2,1,0.5,1,1,1,1,60.8044297,61.3949831,63.2971194,63.2970314,1.90204829999999,65.4089561,66.4175159,3.5,0.5,0.5,6,7,5,"(2, 1)"
12,13,1,0,2,0,2,0.35,0,1,0,1,66.4231249,67.0150943,69.2334719,69.2333840000001,2.21828970000001,71.3453598,72.3533481,3.5,0.461538461538462,0.538461538461538,7,7,5,"(0, 2)"
13,14,1,0,2,0,2,0.35,0,1,0,0,72.3597529,72.9503033,74.4633642000001,74.4632774,1.51297409999995,76.5752211,77.5835164000001,3.5,0.428571428571429,0.571428571428571,7,8,5,"(0, 2)"
14,15,1,0,2,1,2,0.5,1,0,0,0,77.597494,78.1904058000001,79.6694618,79.5240193,1.33361349999996,81.7735206,82.7810589,3.5,0.4,0.6,7,9,5,"(1, 2)"
15,16,1,0,2,1,2,0.5,1,1,1,1,82.7868185,83.3790385,84.851997,84.8519106000001,1.47287210000002,86.9638398,87.9722971,3.5,0.4375,0.5625,7,10,5,"(1, 2)"
16,17,1,0,2,2,1,0.5,1,1,1,0,87.9783334000001,88.5681173,90.8236635,90.8235771,2.25545980000004,92.9355351,93.9437527000001,3.5,0.470588235294118,0.529411764705882,8,10,5,"(2, 1)"
17,18,1,0,2,2,0,0.35,0,1,0,0,93.9502157,94.5405961,96.0198590000001,95.8840241,1.34342800000002,98.1238226,99.1311336000001,3.5,0.444444444444444,0.555555555555556,9,10,5,"(2, 0)"
18,19,1,0,2,2,0,0.35,0,0,1,1,99.1376424000001,99.7289274,101.2620012,101.2619139,1.53298649999999,103.3716278,104.3796823,3.5,0.473684210526316,0.526315789473684,9,11,5,"(2, 0)"
19,20,1,0,2,0,0,0.5,1,1,1,1,104.3861523,104.9810037,106.4607388,106.0687019,1.08769819999998,108.5655247,109.5733959,3.5,0.5,0.5,10,11,5,"(0, 0)"
20,21,1,0,2,2,1,0.5,1,1,1,1,109.5915458,110.1819691,111.6610689,111.3722125,1.19024339999999,113.7646864,114.7719073,3.5,0.523809523809524,0.476190476190476,11,11,5,"(2, 1)"
21,22,1,0,2,1,2,0.5,1,1,1,1,114.7784297,115.3700178,116.8189293,116.8188423,1.4488245,118.9307128,119.9385392,3.5,0.545454545454545,0.454545454545455,12,11,5,"(1, 2)"
22,23,1,0,2,1,1,0.35,0,0,1,0,119.9449436,120.5344014,122.0124057,121.6045732,1.07017180000003,124.115913,125.124238,3.5,0.565217391304348,0.434782608695652,13,11,5,"(1, 1)"
23,24,1,0,2,1,0,0.15,0,0,1,1,125.1298855,125.722546,127.1369414,127.1368539,1.41430790000004,129.2487171,130.2568526,3.5,0.583333333333333,0.416666666666667,14,11,5,"(1, 0)"
24,25,1,0,2,0,1,0.15,0,0,1,1,130.2637816,130.8579574,132.4286081,132.4285182,1.57056080000007,134.5339409,135.5417325,3.5,0.6,0.4,15,11,5,"(0, 1)"
25,26,1,0,2,0,0,0.5,1,1,1,1,135.551163,136.1449307,137.6240407,137.2522488,1.10731810000004,139.7277416,140.7348735,3.5,0.615384615384615,0.384615384615385,16,11,5,"(0, 0)"
26,27,1,0,2,0,2,0.35,0,0,1,0,140.752139,141.3419872,142.8207915,142.0120162,0.670029,144.9250245,145.9334069,3.5,0.62962962962963,0.37037037037037,17,11,5,"(0, 2)"
27,28,1,0,2,2,0,0.35,0,0,1,1,145.9399394,146.5360236,148.0158419,147.8120339,1.27601030000005,150.1201555,151.1282329,3.5,0.642857142857143,0.357142857142857,18,11,5,"(2, 0)"
28,29,1,0,2,1,1,0.35,0,1,0,1,151.1350244,151.7278453,153.7090476,153.7089599,1.98111460000007,155.8208256,156.8291124,3.5,0.620689655172414,0.379310344827586,19,11,5,"(1, 1)"
29,30,1,0,2,2,0,0.35,0,0,1,1,156.8356809,157.425793,158.9038371,158.9037473,1.47795429999996,161.0154799,162.0238984,3.5,0.633333333333333,0.366666666666667,19,12,5,"(2, 0)"
30,31,1,0,2,2,0,0.35,0,0,1,0,162.0313068,162.626519,164.6748194,164.6747285,2.04820949999998,166.7866672,167.7945664,3.5,0.645161290322581,0.354838709677419,20,12,5,"(2, 0)"
31,32,1,0,2,1,2,0.5,1,0,0,0,167.8004969,168.3909599,171.281103,171.2810148,2.8900549,173.3928218,174.4006332,3.5,0.625,0.375,21,12,5,"(1, 2)"
32,33,1,0,2,1,2,0.5,1,1,1,1,174.4073657,174.9964012,176.4750062,176.26863,1.27222879999999,178.578606,179.5866793,3.5,0.636363636363636,0.363636363636364,21,13,5,"(1, 2)"
33,34,1,0,2,1,2,0.5,1,1,1,1,179.603806,180.1945638,181.6735157,181.4280298,1.23346600000002,183.7771174,184.7843204,3.5,0.647058823529412,0.352941176470588,22,13,5,"(1, 2)"
34,35,1,0,2,1,0,0.15,0,0,1,0,184.7908728,185.3803197,186.8421808,186.8420936,1.46177390000003,188.9539981,189.9617573,3.5,0.657142857142857,0.342857142857143,23,13,5,"(1, 0)"
35,36,1,0,2,1,1,0.35,0,0,1,1,189.9683103,190.557974,192.2365521,192.2364644,1.67849039999999,194.3486316,195.3564953,3.5,0.666666666666667,0.333333333333333,24,13,5,"(1, 1)"
36,37,1,0,2,1,1,0.35,0,0,1,0,195.3631175,195.952548,197.5371302,197.5370418,1.58449380000002,199.6489196,200.6567479,3.5,0.675675675675676,0.324324324324324,25,13,5,"(1, 1)"
37,38,1,0,2,2,1,0.5,1,0,0,1,200.6648918,201.2600494,204.6142855,204.6141967,3.35414730000002,206.7260625,207.7338156,3.5,0.657894736842105,0.342105263157895,26,13,5,"(2, 1)"
38,39,1,0,2,0,1,0.15,0,0,1,1,207.7406613,208.3319278,210.0928999,210.0928131,1.76088530000004,212.2046586,213.2125506,3.5,0.666666666666667,0.333333333333333,26,14,5,"(0, 1)"
39,40,1,0,2,0,0,0.5,1,1,1,1,213.2304986,213.8215329,215.300373,215.1805494,1.35901649999994,217.4039269,218.4111537,3.5,0.675,0.325,27,14,5,"(0, 0)"
40,41,1,0,2,2,2,0.15,0,0,1,1,218.4177561,219.0096118,220.4816477,220.4815595,1.4719477000001,222.5935153,223.6014757,3.5,0.682926829268293,0.317073170731707,28,14,5,"(2, 2)"
41,42,1,0,2,1,1,0.35,0,0,1,0,223.607951,224.2024266,226.7830376,226.7829479,2.58052129999999,228.894746,229.9027171,3.5,0.69047619047619,0.30952380952381,29,14,5,"(1, 1)"
42,43,1,0,2,2,1,0.5,1,1,1,1,229.9088124,230.5003311,232.4368087,232.4367197,1.93638859999999,234.5486798,235.5564433,3.5,0.697674418604651,0.302325581395349,30,14,5,"(2, 1)"
43,44,1,0,2,1,2,0.5,1,1,1,1,235.5629514,236.1525367,237.678339,237.678248,1.52571130000001,239.7924632,240.8009762,3.5,0.704545454545455,0.295454545454545,31,14,5,"(1, 2)"
44,45,1,0,2,0,0,0.5,1,1,1,0,240.8075607,241.4022869,242.89584,242.7086206,1.30633369999998,244.9994043,246.0073438,3.5,0.711111111111111,0.288888888888889,32,14,5,"(0, 0)"
45,46,1,0,2,0,2,0.35,0,0,1,1,246.0256463,246.6540799,248.2436878,247.8446254,1.19054549999998,250.3473358,251.3551769,3.5,0.717391304347826,0.282608695652174,33,14,5,"(0, 2)"
46,47,1,0,2,0,0,0.5,1,1,1,0,251.3610705,252.0810096,253.6944785,253.2365634,1.15555380000001,255.797976,256.8060371,3.5,0.723404255319149,0.276595744680851,34,14,5,"(0, 0)"
47,48,1,0,2,1,2,0.5,1,1,1,0,256.8119748,257.5185787,259.5273975,259.5273078,2.00872909999998,261.6391983,262.6470777,3.5,0.729166666666667,0.270833333333333,35,14,5,"(1, 2)"
48,49,1,0,2,2,0,0.35,0,0,1,1,262.6530742,263.3771428,264.9723656,264.4845376,1.10739479999995,267.0758393,268.0831301,3.5,0.73469387755102,0.26530612244898,36,14,5,"(2, 0)"
49,50,1,0,2,1,1,0.35,0,0,1,1,268.0894435,268.7821902,270.7640341,270.7639453,1.98175509999999,272.875895,273.8838265,3.5,0.74,0.26,37,14,5,"(1, 1)"
50,51,1,0,2,0,2,0.35,0,0,1,1,273.8898874,274.5983331,276.2273492,275.7559961,1.15766299999996,278.3308135,279.3387848,3.5,0.745098039215686,0.254901960784314,38,14,5,"(0, 2)"
51,52,1,0,2,0,0,0.5,1,1,1,1,279.3453002,280.0492532,281.6525548,280.9165223,0.867269100000044,283.7561076,284.7632816,3.5,0.75,0.25,39,14,5,"(0, 0)"
52,53,1,0,2,2,2,0.15,0,0,1,1,284.7796483,285.4711111,287.4187855,287.4186964,1.94758530000001,289.5305158,290.5384395,3.5,0.754716981132076,0.245283018867924,40,14,5,"(2, 2)"
53,54,1,0,2,0,0,0.5,1,1,1,0,290.5440986,291.2549996,292.8556823,292.5166339,1.26163430000008,294.9597266,295.9669504,3.5,0.759259259259259,0.240740740740741,41,14,5,"(0, 0)"
54,55,1,0,2,0,0,0.5,1,1,1,1,295.973524,296.6664735,298.2584874,297.5239698,0.85749629999998,300.3619742,301.3692154,3.5,0.763636363636364,0.236363636363636,42,14,5,"(0, 0)"
55,56,1,0,2,2,1,0.5,1,1,1,1,301.3757284,302.0702236,303.6380746,303.6379842,1.56776060000004,305.7496114,306.7575262,3.5,0.767857142857143,0.232142857142857,43,14,5,"(2, 1)"
56,57,1,0,2,1,1,0.35,0,0,1,1,306.7640247,307.4410495,309.3974852,309.3973618,1.95631230000004,311.509278,312.5180222,3.5,0.771929824561403,0.228070175438597,44,14,5,"(1, 1)"
57,58,1,0,2,0,1,0.15,0,0,1,0,312.5245313,313.2288848,314.8254551,314.1799983,0.951113500000019,316.9291063,317.9370299,3.5,0.775862068965517,0.224137931034483,45,14,5,"(0, 1)"
58,59,1,0,2,1,2,0.5,1,1,1,1,317.9533378,318.6441663,320.1281514,320.1280615,1.48389520000001,322.2397314,323.2476625,3.5,0.779661016949153,0.220338983050847,46,14,5,"(1, 2)"
59,60,1,0,2,1,0,0.15,0,0,1,1,323.2540235,323.9435164,325.4971581,325.2519961,1.30847970000002,327.6004646,328.6082955,3.5,0.783333333333333,0.216666666666667,47,14,5,"(1, 0)"
60,1,2,1,0,0,0,0.5,1,0,0,0,9.30999999582127e-05,0.668768200000045,2.14679850000005,2.14670850000005,1.4779403,4.25857819999999,5.2699298,3.5,0.0,1.0,1,1,5,"(0, 0)"
61,2,2,1,0,0,0,0.5,1,1,1,1,5.28216020000002,5.94810819999998,7.37653850000004,7.37644880000005,1.42834060000007,9.48827610000001,10.4966665000001,3.5,0.5,0.5,1,2,5,"(0, 0)"
62,3,2,1,0,2,0,0.35,0,0,1,1,10.5061657,11.1759402,12.6885443,12.6884542,1.51251400000001,14.8003299000001,15.8111609,3.5,0.666666666666667,0.333333333333333,2,2,5,"(2, 0)"
63,4,2,1,0,1,2,0.5,1,1,1,1,15.8302763,16.4981504,18.3304431,18.3303530000001,1.83220260000007,20.4421443,21.4500741000001,3.5,0.75,0.25,3,2,5,"(1, 2)"
64,5,2,1,0,0,1,0.15,0,0,1,0,21.4564136,22.1232616,23.685508,23.21712,1.09385840000004,25.7897094,26.7977114,3.5,0.8,0.2,4,2,5,"(0, 1)"
65,6,2,1,0,0,2,0.35,0,0,1,1,26.8045108,27.4003949,30.5313236000001,30.5312323000001,3.13083740000002,32.6432130000001,33.6503516,3.5,0.833333333333333,0.166666666666667,5,2,5,"(0, 2)"
66,7,2,1,0,1,1,0.35,0,0,1,0,33.6583578,34.3282441,36.8815003,36.8814111,2.55316700000003,38.9932317,40.0011491,3.5,0.857142857142857,0.142857142857143,6,2,5,"(1, 1)"
67,8,2,1,0,0,0,0.5,1,,0,0,40.0077453,40.6814051,42.0815177000001,44.1825386,,44.1948417,45.2090783,3.5,0.75,0.25,7,2,5,"(0, 0)"
68,9,2,1,0,2,2,0.15,0,0,1,0,45.216312,45.8860928,48.0593203,48.0592298,2.173137,50.1711063,51.1790338,3.5,0.777777777777778,0.222222222222222,7,3,5,"(2, 2)"
69,10,2,1,0,0,1,0.15,0,0,1,1,51.1856331,51.8502437,53.9485873,53.9484992,2.09825550000005,56.0604152,57.0683033,3.5,0.8,0.2,8,3,5,"(0, 1)"
70,11,2,1,0,1,2,0.5,1,1,1,1,57.0868647,57.7534191,59.7319026,59.7318115,1.97839240000008,61.8436464,62.8515677,3.5,0.818181818181818,0.181818181818182,9,3,5,"(1, 2)"
71,12,2,1,0,1,1,0.35,0,0,1,1,62.8572643,63.5226613,65.077372,64.6497865,1.12712520000002,67.1810086,68.189268,3.5,0.833333333333333,0.166666666666667,10,3,5,"(1, 1)"
72,13,2,1,0,1,2,0.5,1,1,1,1,68.1958309,68.8690688,70.4975062,70.4974187,1.62834989999999,72.6093394,73.6174093,3.5,0.846153846153846,0.153846153846154,11,3,5,"(1, 2)"
73,14,2,1,0,2,0,0.35,0,0,1,1,73.6237312000001,74.2903171,75.8449457,75.8448540000001,1.55453690000002,77.9567862,78.9646599,3.5,0.857142857142857,0.142857142857143,12,3,5,"(2, 0)"
74,15,2,1,0,0,0,0.5,1,1,1,0,78.9714794,79.6466709,81.2026926,80.9692296000001,1.32255870000006,83.3062962,84.3141984,3.5,0.866666666666667,0.133333333333333,13,3,5,"(0, 0)"
75,16,2,1,0,2,0,0.35,0,0,1,1,84.3207508,84.9965758,86.9166773000001,86.9165864,1.92001060000007,89.0285208,90.0363491000001,3.5,0.875,0.125,14,3,5,"(2, 0)"
76,17,2,1,0,0,0,0.5,1,1,1,0,90.0544161,90.7663032,93.6288229,93.6287324,2.86242919999995,95.7406416,96.747864,3.5,0.882352941176471,0.117647058823529,15,3,5,"(0, 0)"
77,18,2,1,0,0,0,0.5,1,1,1,1,96.755961,97.4213108,99.9554511,99.95536,2.53404920000003,102.0672586,103.0751713,3.5,0.888888888888889,0.111111111111111,16,3,5,"(0, 0)"
78,19,2,1,0,1,0,0.15,0,0,1,0,103.0809348,103.7484538,105.3040777,104.9450491,1.19659530000001,107.4077207,108.4150791,3.5,0.894736842105263,0.105263157894737,17,3,5,"(1, 0)"
79,20,2,1,0,1,2,0.5,1,1,1,1,108.4209582,109.0904541,112.155208,112.1551151,3.064661,114.2683147,115.2759427,3.5,0.9,0.1,18,3,5,"(1, 2)"
80,21,2,1,0,1,1,0.35,0,0,1,1,115.2824779,115.9483714,117.6820454,117.6819496,1.73357820000001,119.7938209,120.8018179,3.5,0.904761904761905,0.0952380952380952,19,3,5,"(1, 1)"
81,22,2,1,0,1,2,0.5,1,1,1,1,120.8085436,121.4728753,123.0182851,123.0181922,1.54531689999999,125.1304647,126.1399958,3.5,0.909090909090909,0.0909090909090909,20,3,5,"(1, 2)"
82,23,2,1,0,1,1,0.35,0,0,1,1,126.1574492,126.8300434,128.3771682,128.3770741,1.54703069999994,130.4904705,131.498697,3.5,0.91304347826087,0.0869565217391305,21,3,5,"(1, 1)"
83,24,2,1,0,0,2,0.35,0,1,0,0,131.5053032,132.1710524,133.6896076,133.6895126,1.51846020000005,135.8026496,136.8110228,3.5,0.875,0.125,22,3,5,"(0, 2)"
84,25,2,1,0,2,1,0.5,1,1,1,1,136.8167839,137.4863169,139.0393591,138.4330271,0.946710199999984,141.143069,142.150281,3.5,0.88,0.12,22,4,5,"(2, 1)"
85,26,2,1,0,0,0,0.5,1,1,1,1,142.1581722,142.8250438,144.3770944,143.8810168,1.05597299999999,146.4807744,147.4883609,3.5,0.884615384615385,0.115384615384615,23,4,5,"(0, 0)"
86,27,2,1,0,2,0,0.35,0,0,1,0,147.4978686,148.1714774,149.8140221,149.813928,1.64245060000007,151.9258166,152.9337363,3.5,0.888888888888889,0.111111111111111,24,4,5,"(2, 0)"
87,28,2,1,0,1,2,0.5,1,0,0,1,152.9401775,153.6056802,155.1379288,155.1378366,1.53215639999996,157.2497317,158.2603707,3.5,0.857142857142857,0.142857142857143,25,4,5,"(1, 2)"
88,29,2,1,0,0,2,0.35,0,0,1,0,158.2671211,158.9368051,160.7562789,160.7561764,1.81937129999994,162.8680994,163.8762784,3.5,0.862068965517241,0.137931034482759,25,5,5,"(0, 2)"
89,30,2,1,0,1,2,0.5,1,1,1,1,163.894092,164.5614735,166.5392912,166.5391974,1.9777239,168.6510892,169.6591159,3.5,0.866666666666667,0.133333333333333,26,5,5,"(1, 2)"
90,31,2,1,0,2,1,0.5,1,1,1,1,169.665739,170.3375497,171.8897817,171.0896577,0.752108000000021,173.9934984,175.000686,3.5,0.870967741935484,0.129032258064516,27,5,5,"(2, 1)"
91,32,2,1,0,1,2,0.5,1,1,1,0,175.0075657,175.6735699,177.2295466,177.001357,1.32778710000002,179.3338959,180.341764,3.5,0.875,0.125,28,5,5,"(1, 2)"
92,33,2,1,0,0,0,0.5,1,1,1,1,180.3484451,181.0281951,182.8646073,182.8645084,1.83631329999992,184.9763342,185.9842614,3.5,0.878787878787879,0.121212121212121,29,5,5,"(0, 0)"
93,34,2,1,0,1,2,0.5,1,1,1,1,185.991208,186.6739005,188.2609368,188.0730282,1.39912769999989,190.3653872,191.372719,3.5,0.882352941176471,0.117647058823529,30,5,5,"(1, 2)"
94,35,2,1,0,2,2,0.15,0,0,1,1,191.3787074,192.069205,194.2425529,194.2424566,2.17325159999996,196.3542903,197.3625826,3.5,0.885714285714286,0.114285714285714,31,5,5,"(2, 2)"
95,36,2,1,0,2,1,0.5,1,1,1,0,197.3797332,198.0751964,199.6315579,198.8409907,0.765794300000039,201.7358865,202.7431063,3.5,0.888888888888889,0.111111111111111,32,5,5,"(2, 1)"
96,37,2,1,0,1,1,0.35,0,0,1,1,202.7497647,203.4424699,204.9967191,204.3694112,0.926941299999953,207.1004341,208.1080297,3.5,0.891891891891892,0.108108108108108,33,5,5,"(1, 1)"
97,38,2,1,0,1,1,0.35,0,0,1,1,208.1147499,208.8097942,210.3923369,210.2015541,1.39175990000012,212.4958836,213.50305,3.5,0.894736842105263,0.105263157894737,34,5,5,"(1, 1)"
98,39,2,1,0,2,0,0.35,0,0,1,1,213.5095904,214.1799172,215.7357128,215.3613643,1.18144710000001,217.8393142,218.84726,3.5,0.897435897435897,0.102564102564103,35,5,5,"(2, 0)"
99,40,2,1,0,1,1,0.35,0,0,1,1,218.8540833,219.5539722,221.108366,220.8892728,1.33530059999998,223.2120086,224.2198696,3.5,0.9,0.1,36,5,5,"(1, 1)"
100,41,2,1,0,2,1,0.5,1,1,1,0,224.2256816,224.9234993,226.4844267,226.2173023,1.29380300000003,228.5880733,229.5954997,3.5,0.902439024390244,0.0975609756097561,37,5,5,"(2, 1)"
101,42,2,1,0,0,2,0.35,0,1,0,0,229.6138054,230.406159,232.0173402,231.7930112,1.38685219999979,234.1208219,235.1284523,3.5,0.880952380952381,0.119047619047619,38,5,5,"(0, 2)"
102,43,2,1,0,2,1,0.5,1,1,1,1,235.136908,235.8360007,237.4231645,237.1450185,1.30901779999999,239.5266184,240.5342092,3.5,0.883720930232558,0.116279069767442,38,6,5,"(2, 1)"
103,44,2,1,0,2,0,0.35,0,0,1,0,240.5399196,241.25482,242.8368704,242.4736637,1.21884369999998,244.9407927,245.9487493,3.5,0.886363636363636,0.113636363636364,39,6,5,"(2, 0)"
104,45,2,1,0,0,2,0.35,0,1,0,0,245.9554191,246.6668885,248.5179927,248.5179005,1.85101200000008,250.6296958,251.6376231,3.5,0.866666666666667,0.133333333333333,40,6,5,"(0, 2)"
105,46,2,1,0,2,1,0.5,1,1,1,1,251.6442273,252.3339804,253.9161164,253.32919,0.995209599999953,256.019593,257.0268903,3.5,0.869565217391304,0.130434782608696,40,7,5,"(2, 1)"
106,47,2,1,0,1,2,0.5,1,1,1,1,257.0335709,257.7270098,259.3057536,259.065624,1.33861420000017,261.4092406,262.4171272,3.5,0.872340425531915,0.127659574468085,41,7,5,"(1, 2)"
107,48,2,1,0,0,1,0.15,0,0,1,1,262.4237568,263.1223678,264.7101376,263.8650393,0.742671499999915,266.8138479,267.8217284,3.5,0.875,0.125,42,7,5,"(0, 1)"
108,49,2,1,0,2,0,0.35,0,0,1,1,267.8389601,268.5521939,270.1554535,269.7056573,1.15346339999996,272.2589296,273.2667762,3.5,0.877551020408163,0.122448979591837,43,7,5,"(2, 0)"
109,50,2,1,0,2,1,0.5,1,1,1,1,273.2735078,273.9709316,275.5539633,274.7210414,0.750109800000018,277.6575242,278.6648297,3.5,0.88,0.12,44,7,5,"(2, 1)"
110,51,2,1,0,2,1,0.5,1,1,1,0,278.6746448,279.3760086,280.9664993,280.0097109,0.633702300000095,283.0699791,284.0777349,3.5,0.882352941176471,0.117647058823529,45,7,5,"(2, 1)"
111,52,2,1,0,0,2,0.35,0,1,0,1,284.0841738,284.7977329,286.9158383,286.9157485,2.11801560000004,289.027658,290.0355336,3.5,0.865384615384615,0.134615384615385,46,7,5,"(0, 2)"
112,53,2,1,0,2,2,0.15,0,0,1,1,290.0421702,290.7390814,292.3223719,292.3222798,1.5831983999999,294.4340996,295.4420679,3.5,0.867924528301887,0.132075471698113,46,8,5,"(2, 2)"
113,54,2,1,0,2,1,0.5,1,1,1,1,295.4487045,296.1579623,297.7504306,297.0410085,0.883046200000081,299.8538735,300.8621196,3.5,0.87037037037037,0.12962962962963,47,8,5,"(2, 1)"
114,55,2,1,0,0,0,0.5,1,1,1,1,300.8808874,301.5929665,303.088133,303.0880424,1.49507589999985,305.200495,306.2084857,3.5,0.872727272727273,0.127272727272727,48,8,5,"(0, 0)"
115,56,2,1,0,2,1,0.5,1,1,1,0,306.2153646,306.9163488,308.4982246,307.6656178,0.74926900000014,310.6018331,311.6094437,3.5,0.875,0.125,49,8,5,"(2, 1)"
116,57,2,1,0,1,0,0.15,0,0,1,0,311.6161892,312.2862422,314.1713836,314.1712928,1.88505059999989,316.2832616,317.2911369,3.5,0.87719298245614,0.12280701754386,50,8,5,"(1, 0)"
117,58,2,1,0,0,2,0.35,0,0,1,1,317.297739,317.9657298,320.0253458,320.0252555,2.05952569999999,322.1370032,323.144865,3.5,0.879310344827586,0.120689655172414,51,8,5,"(0, 2)"
118,59,2,1,0,1,0,0.15,0,0,1,1,323.1514011,323.8216383,326.0912153,326.0911243,2.26948600000014,328.2030217,329.2108802,3.5,0.88135593220339,0.11864406779661,52,8,5,"(1, 0)"
119,60,2,1,0,0,0,0.5,1,1,1,1,329.2173295,329.8873145,331.5802207,331.5801294,1.69281490000003,333.6919029,334.6998295,3.5,0.883333333333333,0.116666666666667,53,8,5,"(0, 0)"
120,1,3,2,1,1,1,0.35,0,1,0,0,7.95000000834989e-05,0.672412300000133,2.27041120000013,2.27031809999994,1.59790579999981,4.38227370000004,5.39024050000012,3.5,0.0,1.0,1,1,5,"(1, 1)"
121,2,3,2,1,1,1,0.35,0,0,1,1,5.39394540000012,6.06647939999993,8.07721390000006,8.07712040000001,2.01064100000008,10.1889793,11.1968641000001,3.5,0.5,0.5,1,2,5,"(1, 1)"
122,3,3,2,1,2,0,0.35,0,1,0,0,11.2038095,11.8807011000001,14.3903440000001,14.3902542000001,2.50955309999995,16.5021604000001,17.5101138,3.5,0.333333333333333,0.666666666666667,2,2,5,"(2, 0)"
123,4,3,2,1,2,1,0.5,1,1,1,1,17.5166361000001,18.1877715000001,19.5989451,19.598853,1.41108149999991,21.7091700999999,22.7172863999999,3.5,0.5,0.5,2,3,5,"(2, 1)"
124,5,3,2,1,0,0,0.5,1,1,1,1,22.7237484,23.3999013,25.0736357999999,25.0735426000001,1.6736413000001,27.1857844000001,28.1937038999999,3.5,0.6,0.4,3,3,5,"(0, 0)"
125,6,3,2,1,2,1,0.5,1,1,1,1,28.2105567000001,28.881844,30.4427307000001,30.0833757,1.20153170000003,32.5464501000001,33.5545185000001,3.5,0.666666666666667,0.333333333333333,4,3,5,"(2, 1)"
126,7,3,2,1,2,1,0.5,1,1,1,1,33.5611515000001,34.2370115000001,35.8863176,35.8862232000001,1.64921170000002,37.9980998999999,39.0060008,3.5,0.714285714285714,0.285714285714286,5,3,5,"(2, 1)"
127,8,3,2,1,2,1,0.5,1,1,1,0,39.0118281,39.6846088,41.3397258,41.3396352,1.6550264,43.4515176,44.4594397999999,3.5,0.75,0.25,6,3,5,"(2, 1)"
128,9,3,2,1,2,0,0.35,0,0,1,1,44.4659038,45.1393231,46.7045161999999,46.202961,1.0636379,48.8089765,49.8164337000001,3.5,0.777777777777778,0.222222222222222,7,3,5,"(2, 0)"
129,10,3,2,1,2,2,0.15,0,0,1,0,49.8243775999999,50.5013604999999,52.0664831000001,51.899664,1.39830350000011,54.1723443000001,55.1804148000001,3.5,0.8,0.2,8,3,5,"(2, 2)"
130,11,3,2,1,0,2,0.35,0,0,1,1,55.18659,55.8858502,58.5953240000001,58.5950331000001,2.70918290000009,60.7070183000001,61.7151091000001,3.5,0.818181818181818,0.181818181818182,9,3,5,"(0, 2)"
131,12,3,2,1,1,1,0.35,0,0,1,0,61.7226122,62.4067951,63.8367169000001,63.8366245,1.42982940000002,65.9490855000001,66.9569117999999,3.5,0.833333333333333,0.166666666666667,10,3,5,"(1, 1)"
132,13,3,2,1,1,1,0.35,0,0,1,1,66.9741884,67.6497157000001,69.2197039,68.6996464000001,1.0499307,71.3236899999999,72.3312399000001,3.5,0.846153846153846,0.153846153846154,11,3,5,"(1, 1)"
