trialNumber,runNumber,visualSet,audioPair_1,audioPair_2,audioPair_3,tactilePair_1,tactilePair_2,tactilePair_3,visual,audio,tactile,combinationConditionalProbability,correctResponse,chosenKey,accurate,reward,runStartTime,trialStartTime,stimulusOnsetTime,stimulusOffsetTime,responsePressTime,responseTime,responseTimeOver,feedbackOnsetTime,responseTimeThreshold,totalAccuracy,totalErrorRate,accurateIndex,inaccurateIndex,feedbackAccuracy,feedbackOffsetTime
1,1,0,0,2,1,2,1,0,0,NaN,2,0.5,2@,2@,1,1,18878.1577596,0.00605960000029881,3.64844503374115,5.25376900000265,5.58536930000264,1.93692426626149,6.75386590000198,7.3656931116966,3,1,0,1,1,1,8.3656931116966
2,1,0,0,2,1,2,1,0,2,NaN,0,0.5,2@,2@,1,1,18878.1577596,8.37499500000195,12.2981425512808,13.8938426000022,14.3565323000003,2.05838974871949,15.3939423000011,16.0515972707435,3,1,0,2,1,1,17.0515972707435
3,1,0,0,2,1,2,1,0,0,NaN,1,0.35,4$,4$,1,0,18878.1577596,17.0663770000028,22.0041647879953,23.5948647000005,24.4322114999995,2.42804671200429,25.0949653000025,25.8349917909109,3,1,0,3,1,0,26.8349917909109
4,1,0,0,2,1,2,1,0,1,NaN,0,0.35,4$,4$,1,1,18878.1577596,26.8420461000023,30.6494679899261,32.2304818000011,32.7967960999995,2.14732811007343,33.7305677000004,34.7686676656922,3,1,0,4,1,1,35.7686676656922
5,1,0,0,2,1,2,1,0,2,NaN,2,0.35,4$,4$,1,1,18878.1577596,35.7836239999997,39.341574029404,40.9426808999997,41.6352775000014,2.29370347059739,42.4429548000007,43.2178502245479,3,1,0,5,1,1,44.2178502245479
6,1,0,0,2,1,2,1,0,0,NaN,0,0.15,4$,2@,0,0,18878.1577596,44.2247781000005,46.713776366003,48.2844544,48.7824945000029,2.06871813399994,49.7845058000021,50.4530972989742,3,0.833333333333333,0.166666666666667,6,1,1,51.4530972989742
7,1,0,0,2,1,2,1,0,2,NaN,1,0.15,4$,4$,1,0,18878.1577596,51.4648804999997,54.6606481925373,56.2315140000028,57.2944352000013,2.63378700746398,57.7315505000006,58.5122844453508,3,0.857142857142857,0.142857142857143,6,2,0,59.5122844453508
8,1,0,0,2,1,2,1,0,1,NaN,2,0.15,4$,4$,1,1,18878.1577596,59.5222658000021,63.3706752201251,64.940995500001,65.5003336000009,2.12965837987576,66.4410339999995,67.4220516144414,3,0.875,0.125,7,2,1,68.4220516144414
9,1,0,0,2,1,2,1,0,0,NaN,1,0.35,4$,2@,0,0,18878.1577596,68.4305483999997,71.3288529652382,72.8987457000003,73.6843503000018,2.35549733476364,74.398786400001,75.2493674418511,3,0.777777777777778,0.222222222222222,8,2,1,76.2493674418511
10,1,0,0,2,1,2,1,0,1,NaN,0,0.35,4$,2@,0,0,18878.1577596,76.254420600002,80.532437517737,82.1031999000006,83.2828356000027,2.75039808226575,83.6032371000001,84.7003720966095,3,0.7,0.3,8,3,1,85.7003720966095
11,1,0,0,2,1,2,1,0,2,NaN,2,0.35,4$,2@,0,0,18878.1577596,85.713076,88.3731587258262,89.9440071000026,90.9243110000025,2.55115227417627,91.4440525000027,92.2162280858138,3,0.636363636363636,0.363636363636364,8,4,1,93.2162280858138
12,1,0,0,2,1,2,1,0,0,NaN,1,0.35,4$,2@,0,0,18878.1577596,93.2369204999995,96.2795307641754,97.8501608000006,98.2912489000009,2.0117181358255,99.3502011000019,99.8628058750619,3,0.583333333333333,0.416666666666667,8,5,1,100.862805875062
13,1,0,0,2,1,2,1,0,2,NaN,0,0.5,2@,2@,1,0,18878.1577596,100.8772236,104.868781299003,106.4390685,107.843529000002,2.97474770099871,107.939118400001,108.384816769292,3,0.615384615384615,0.384615384615385,8,6,0,109.384816769292
14,1,0,0,2,1,2,1,0,1,NaN,1,0.5,2@,2@,1,1,18878.1577596,109.401857100002,112.912369561047,114.483149400003,115.280466800003,2.36809723895567,115.9831896,116.507249637405,3,0.642857142857143,0.357142857142857,9,6,1,117.507249637405
15,1,0,0,2,1,2,1,0,0,NaN,2,0.5,2@,2@,1,1,18878.1577596,117.510955199999,122.262097784507,123.777622699999,122.3152768,0.0531790154927876,125.277803500001,126.394525686563,3,0.666666666666667,0.333333333333333,10,6,1,127.394525686563
16,1,0,0,2,1,2,1,0,2,NaN,0,0.5,2@,2@,1,1,18878.1577596,127.402115700002,131.023137174892,132.593590600001,133.525335300001,2.50219812510841,134.093651200001,135.400256456312,3,0.6875,0.3125,11,6,1,136.400256456312
17,1,0,0,2,1,2,1,0,1,NaN,1,0.5,2@,4$,0,1,18878.1577596,136.4100139,141.390248338957,142.961136800001,143.263746300003,1.87349796104536,144.461176300003,145.145861109253,3,0.647058823529412,0.352941176470588,12,6,0,146.145861109253
18,1,0,0,2,1,2,1,0,0,NaN,2,0.5,2@,4$,0,0,18878.1577596,146.152479700002,148.577683301424,150.147989200002,151.126794800002,2.54911149857799,151.648026400002,152.571690182023,3,0.611111111111111,0.388888888888889,12,7,1,153.571690182023
19,1,0,0,2,1,2,1,0,2,NaN,0,0.5,2@,2@,1,1,18878.1577596,153.575974200001,155.919813288499,157.489949400002,158.4144657,2.49465241150028,158.989986600001,160.227490097193,3,0.631578947368421,0.368421052631579,12,8,1,161.227490097193
20,1,0,0,2,1,2,1,0,1,NaN,1,0.5,2@,2@,1,1,18878.1577596,161.2330296,164.331446766053,165.903012300001,166.4530968,2.12165003394693,167.4030532,168.109051453252,3,0.65,0.35,13,8,1,169.109051453252
