source	name	signal	mean	sem	t	p	dz	cov_pos	cov_neg	p_holm
model7	Caudate / Putamen R	rpe	0.20887605055207198	0.02401383339839567	8.69815522939485	4.821605270979682e-12	1.1421237356319793	1.0	0.0	5.785926325175618e-11
model7	Caudate / Putamen R	urpe	-0.06263449252697872	0.014370937604631779	-4.3584137827438285	5.5364108296053407e-05	-0.5722877667387419	0.0018274477504375579	0.3857973849480078	0.00033218464977632044
model7	Caudate / Putamen R	surprise	0.0037516333524217644	0.0077373285878521245	0.4848745028499835	0.6296236211522539	0.06366714135386271	0.012843611654483682	0.0	1.0
model7	Caudate / Putamen R (2)	rpe	0.21294315325093618	0.02625384209945156	8.110932961518213	4.4978383710061964e-11	1.0650176743413018	0.8275728798586572	0.0	4.947622208106816e-10
model7	Caudate / Putamen R (2)	urpe	-0.12743698329876813	0.01720866876300656	-7.40539463300724	6.713146551589915e-10	-0.9723759531787148	0.0	1.0	6.7131465515899154e-09
model7	Caudate / Putamen R (2)	surprise	0.008243697739491157	0.0089234809752287	0.9238208455170579	0.35947399208801656	0.12130361982629768	0.014852031802120141	0.0	1.0
model7	Insula R	rpe	-0.006041397137158466	0.029551631262986298	-0.2044353180842972	0.8387415566344737	-0.026843672368191795	0.054657428791377985	0.0	1.0
model7	Insula R	urpe	0.1533278866495837	0.024015898153102056	6.384432748345029	3.3497350815659526e-08	0.8383170900179806	1.0	0.0	2.679788065252762e-07
model7	Insula R	surprise	0.007116348303681082	0.01061639526699277	0.6703168189118187	0.505362710589339	0.08801691037718752	0.0	0.0	1.0
model7	DLPFC L	rpe	0.18821606052474	0.02776591360071183	6.778673420633085	7.43174391137945e-09	0.8900834263843441	0.810064935064935	0.0	6.688569520241505e-08
model7	DLPFC L	urpe	-0.045582243490141235	0.017791304037998553	-2.562051853691386	0.013073714215213035	-0.3364138897098557	0.0	0.4366883116883117	0.06536857107606517
model7	DLPFC L	surprise	0.05224694623397159	0.009977118397153508	5.236676979685612	2.4571237617307957e-06	0.6876093742411435	1.0	0.0	1.719986633211557e-05
