name	n_vox	peak_x	peak_y	peak_z	peak_t	found_by	paper_dist_mm	rpe_pos	rpe_neg	urpe_pos	urpe_neg	surprise_pos	surprise_neg
Caudate / Putamen R	38852	14.5	14.5	-8.5	20.257370578175966	rpe +	5.0	1.0	0.0	0.0018274477504375579	0.3857973849480078	0.012843611654483682	0.0
Caudate / Putamen R (2)	18112	2.5	17.5	-8.5	8.10778550654578	urpe −	16.3	0.8275728798586572	0.0	0.0	1.0	0.014852031802120141	0.0
Insula R	1299	35.5	23.5	-5.0	7.249183933571238	urpe +	0.7	0.054657428791377985	0.0	1.0	0.0	0.0	0.0
DLPFC L	616	-27.5	23.5	47.5	5.171666858575673	surprise +	0.9	0.810064935064935	0.0	0.0	0.4366883116883117	1.0	0.0
