title,experimenter,participantID,participantAge,participantGender,numTimesScanned,experimentDate,expToolbox,nrRuns,nrTrials,audioPair_1,audioPair_2,audioPair_3,tactilePair_1,tactilePair_2,tactilePair_3,modality0AFrequency,modality0BFrequency,modality0CFrequency,modality1AFrequency,modality1BFrequency,modality1CFrequency,modality2AFrequency,modality2BFrequency,modality2CFrequency,responseTimeThreshold,viewParam,participantNumOfTimesScanned,date,rewardMagnitude,rewardProbability1,rewardProbability2,audioGreenPairs_1_1,audioGreenPairs_1_2,audioGreenPairs_2_1,audioGreenPairs_2_2,audioGreenPairs_3_1,audioGreenPairs_3_2,tactileGreenPairs_1_1,tactileGreenPairs_1_2,tactileGreenPairs_2_1,tactileGreenPairs_2_2,tactileGreenPairs_3_1,tactileGreenPairs_3_2,allScreens_1,allScreens_2,allScreens_3,feedbackTime,moneyFactor1,moneyFactor2,easyThreshold,mediumThreshold,beeps,visualSetPermutation_1,visualSetPermutation_2,visualSetPermutation_3,visualSetPermutation_4,visualSetPermutation_5,visualSetPermutation_6,audioSetPermutation_1,audioSetPermutation_2,audioSetPermutation_3,jitterShuffler_1,jitterShuffler_2,jitterShuffler_3,jitterShuffler_4,jitterShuffler_5,jitterShuffler_6
Multisensory Learning Task experiment,Saurabh Bedi,8,23,m,,NaN,psychtoolbox,6,60,1,0,2,1,0,2,0.5,0.35,0.15,0.15,0.5,0.35,0.35,0.15,0.5,3,,0,13-Dec-2022,1,0.7,0.9,0,1,1,0,2,2,0,1,1,0,2,2,0,1,2,1,0.666666666666667,0.3,0.56,0.7,1,0,4,2,5,3,1,2,0,1,6,3,5,1,2,4
