01	asym	70.31712896821402
02	asym	61.439487008930854
03	asym	69.54751956872492
04	basic	91.09719650620957
05	transfer	58.474609219803476
06	transfer	76.61343808993789
07	basic	87.08766771642043
09	asym	62.194886951419626
10	asym	66.15099103601163
11	basic	78.59000787807032
12	asym	83.50558113718007
14	asym	69.17295406115731
15	basic	89.9066944141794
17	basic	73.74490004701488
18	basic	81.1380196742134
19	transfer	65.1699848417119
20	basic	79.49660037258967
21	basic	82.62163265057443
22	transfer	87.45552938962015
23	basic	88.39208471129467
24	asym	62.19939414723971
25	asym	56.78205313144168
26	basic	88.13237968548151
27	basic	89.01028211570951
28	basic	84.95102552717685
29	basic	84.71315264527138
30	transfer	58.81276668852265
33	basic	80.12311984513379
34	basic	87.21960951427722
35	basic	89.91332321650714
36	transfer	55.00575458722614
37	basic	89.82579944428682
38	basic	82.35860244377375
39	asym	68.14398801586741
40	transfer	74.26274344905845
41	basic	75.92039731993697
42	basic	66.93778236110425
43	basic	76.6093671836878
45	basic	64.4359550118414
46	asym	64.78629182008602
47	basic	74.22095187367508
48	asym	51.77313880188425
49	basic	77.93490179091386
50	basic	76.45455269890529
51	transfer	68.54781071950005
52	basic	75.88087003125865
53	basic	87.8845420049801
54	asym	73.80453888579521
55	transfer	65.0535330973801
56	transfer	88.85229076171571
57	asym	71.87124629660617
58	asym	64.59067787025289
59	basic	75.70124736485293
60	basic	89.56653072138323
61	asym	60.24595213916867
62	basic	90.9010047716527
63	basic	89.50440606784205
64	transfer	62.54405319216462
