subject	name	signal	value
01	Caudate / Putamen R	rpe	0.12820896709420618
02	Caudate / Putamen R	rpe	0.4982786457163014
03	Caudate / Putamen R	rpe	0.5553300278932409
04	Caudate / Putamen R	rpe	0.26337133418269376
05	Caudate / Putamen R	rpe	0.4233831974066205
06	Caudate / Putamen R	rpe	0.1846075662879326
07	Caudate / Putamen R	rpe	-0.05126675839421463
09	Caudate / Putamen R	rpe	0.11890688027413843
10	Caudate / Putamen R	rpe	0.80456564294372
11	Caudate / Putamen R	rpe	0.47675939570693804
12	Caudate / Putamen R	rpe	0.17164637820032702
14	Caudate / Putamen R	rpe	0.09798245814426441
15	Caudate / Putamen R	rpe	0.21470849787216928
17	Caudate / Putamen R	rpe	0.12656679071371268
18	Caudate / Putamen R	rpe	0.06597149169972344
19	Caudate / Putamen R	rpe	0.3829703807703578
20	Caudate / Putamen R	rpe	0.13089878100246574
21	Caudate / Putamen R	rpe	0.31892269717370253
22	Caudate / Putamen R	rpe	0.15332162408393615
23	Caudate / Putamen R	rpe	0.10268422420735264
24	Caudate / Putamen R	rpe	0.4201440914391491
25	Caudate / Putamen R	rpe	0.5397743990079404
26	Caudate / Putamen R	rpe	-0.17006578588193866
27	Caudate / Putamen R	rpe	0.3920424590795619
28	Caudate / Putamen R	rpe	0.30822096478838473
29	Caudate / Putamen R	rpe	0.3480915121435229
30	Caudate / Putamen R	rpe	0.29466186730843713
33	Caudate / Putamen R	rpe	0.1674200651186518
34	Caudate / Putamen R	rpe	0.13418406650711628
35	Caudate / Putamen R	rpe	0.2492850209528728
36	Caudate / Putamen R	rpe	0.14178043682408598
37	Caudate / Putamen R	rpe	0.3326545094359869
38	Caudate / Putamen R	rpe	-0.08719392720253254
39	Caudate / Putamen R	rpe	0.1539412943422583
40	Caudate / Putamen R	rpe	-0.01681216194106325
41	Caudate / Putamen R	rpe	0.6187973160364867
42	Caudate / Putamen R	rpe	0.21460242265581758
43	Caudate / Putamen R	rpe	0.20693245963610177
45	Caudate / Putamen R	rpe	0.4179568674387019
46	Caudate / Putamen R	rpe	0.11648040847138529
47	Caudate / Putamen R	rpe	0.5453481554444247
48	Caudate / Putamen R	rpe	0.4091088582379129
49	Caudate / Putamen R	rpe	0.389857878981935
50	Caudate / Putamen R	rpe	0.13506393248989249
51	Caudate / Putamen R	rpe	0.4554873967674492
52	Caudate / Putamen R	rpe	0.24783451172389176
53	Caudate / Putamen R	rpe	0.13859505155994534
54	Caudate / Putamen R	rpe	0.16451338068220023
55	Caudate / Putamen R	rpe	0.34613132509837174
56	Caudate / Putamen R	rpe	0.460527271439393
57	Caudate / Putamen R	rpe	0.07908383045806176
58	Caudate / Putamen R	rpe	0.5634522783737842
59	Caudate / Putamen R	rpe	0.05238289269039255
60	Caudate / Putamen R	rpe	0.1373439437014833
61	Caudate / Putamen R	rpe	0.29039492198202566
62	Caudate / Putamen R	rpe	0.061807356789714524
63	Caudate / Putamen R	rpe	-0.1537246136791404
64	Caudate / Putamen R	rpe	0.29019108261304416
01	Caudate / Putamen R	urpe	0.09325844548132972
02	Caudate / Putamen R	urpe	-0.2809737891693158
03	Caudate / Putamen R	urpe	-0.06923492877755982
04	Caudate / Putamen R	urpe	-0.33561425479157025
05	Caudate / Putamen R	urpe	-0.1352051761821348
06	Caudate / Putamen R	urpe	-0.017916290376680705
07	Caudate / Putamen R	urpe	0.010980075188743405
09	Caudate / Putamen R	urpe	-0.20726793149354025
10	Caudate / Putamen R	urpe	-0.2587339808199126
11	Caudate / Putamen R	urpe	-0.0690856515165013
12	Caudate / Putamen R	urpe	-0.03245984950702553
14	Caudate / Putamen R	urpe	-0.17906510565903558
15	Caudate / Putamen R	urpe	0.041671876188661736
17	Caudate / Putamen R	urpe	-0.19282879904839695
18	Caudate / Putamen R	urpe	0.06651071615481997
19	Caudate / Putamen R	urpe	-0.10090074409472599
20	Caudate / Putamen R	urpe	-0.14774720906156216
21	Caudate / Putamen R	urpe	0.03614807705840443
22	Caudate / Putamen R	urpe	0.03120176396719032
23	Caudate / Putamen R	urpe	0.10091286180943694
24	Caudate / Putamen R	urpe	-0.283661083940656
25	Caudate / Putamen R	urpe	-0.09901696627350814
26	Caudate / Putamen R	urpe	0.02345310031456183
27	Caudate / Putamen R	urpe	-0.03152254880028996
28	Caudate / Putamen R	urpe	0.022148670182176936
29	Caudate / Putamen R	urpe	0.18549757783671605
30	Caudate / Putamen R	urpe	-0.09037816079315307
33	Caudate / Putamen R	urpe	-0.0005586603311356398
34	Caudate / Putamen R	urpe	0.0805092453675968
35	Caudate / Putamen R	urpe	-0.12762400235942908
36	Caudate / Putamen R	urpe	-0.21295111848277626
37	Caudate / Putamen R	urpe	0.0738205875615595
38	Caudate / Putamen R	urpe	-0.2214591005624248
39	Caudate / Putamen R	urpe	-0.2040354068445592
40	Caudate / Putamen R	urpe	-0.008377464576859605
41	Caudate / Putamen R	urpe	-0.08149143833588561
42	Caudate / Putamen R	urpe	-0.1150003152586921
43	Caudate / Putamen R	urpe	-0.05252793211624002
45	Caudate / Putamen R	urpe	-0.013724174599755808
46	Caudate / Putamen R	urpe	-0.05536847657238186
47	Caudate / Putamen R	urpe	0.006738519989179042
48	Caudate / Putamen R	urpe	-0.1796827390419763
49	Caudate / Putamen R	urpe	-0.1413759513151193
50	Caudate / Putamen R	urpe	-0.08859032652446704
51	Caudate / Putamen R	urpe	-0.3197039244343297
52	Caudate / Putamen R	urpe	-0.036753617186903786
53	Caudate / Putamen R	urpe	-0.029229523504953978
54	Caudate / Putamen R	urpe	-0.13946060986597517
55	Caudate / Putamen R	urpe	-0.19083391110706763
56	Caudate / Putamen R	urpe	-0.21296799037371794
57	Caudate / Putamen R	urpe	-0.1654287697051311
58	Caudate / Putamen R	urpe	-0.08164111898675601
59	Caudate / Putamen R	urpe	0.1960842010043321
60	Caudate / Putamen R	urpe	0.02214636904684483
61	Caudate / Putamen R	urpe	-0.09935359526637806
62	Caudate / Putamen R	urpe	0.049098911759183426
63	Caudate / Putamen R	urpe	-0.08348394918840404
64	Caudate / Putamen R	urpe	0.020393438310812948
01	Caudate / Putamen R	surprise	-0.05933002216108939
02	Caudate / Putamen R	surprise	0.014302134109863493
03	Caudate / Putamen R	surprise	-0.02745768281838637
