parcel_id	name	n_vox	n_sig_vox	com_x	com_y	com_z
46	Lateral Occipital Cortex, inferior division R	457	454	44.71006564551422	-74.08862144420132	-2.434354485776808
49	Frontal Medial Cortex L	129	123	-4.034883720930225	43.56976744186045	-18.565891472868216
50	Frontal Medial Cortex R	108	106	5.25	43.08333333333334	-18.578703703703702
51	Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex) L	204	55	-4.64705882352942	-2.4117647058823763	56.81617647058823
52	Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex) R	187	84	5.9331550802138935	-2.2807486631016047	57.98128342245988
53	Subcallosal Cortex L	171	133	-4.464912280701753	20.833333333333343	-14.599415204678365
54	Subcallosal Cortex R	122	102	5.1803278688524586	20.89344262295083	-15.528688524590159
55	Paracingulate Gyrus L	404	250	-5.757425742574256	37.259900990099	20.72153465346534
56	Paracingulate Gyrus R	339	203	6.80973451327435	36.92477876106193	22.514749262536867
57	Cingulate Gyrus, anterior division L	335	238	-3.625373134328356	18.592537313432842	23.950746268656715
58	Cingulate Gyrus, anterior division R	323	222	5.555727554179555	20.212074303405586	23.227554179566567
59	Cingulate Gyrus, posterior division L	322	292	-4.8695652173912976	-36.6863354037267	30.684782608695656
60	Cingulate Gyrus, posterior division R	305	238	6.877049180327873	-35.427868852459014	30.103278688524597
61	Precuneous Cortex L	719	544	-6.9798331015299055	-60.124478442280946	37.36995827538247
62	Precuneous Cortex R	729	371	9.039094650205755	-58.38477366255144	38.0034293552812
65	Frontal Orbital Cortex L	415	249	-29.639759036144568	23.5	-16.731325301204826
66	Frontal Orbital Cortex R	385	204	29.10259740259741	23.32077922077923	-16.554545454545455
67	Parahippocampal Gyrus, anterior division L	155	59	-22.15806451612903	-8.687096774193549	-30.92258064516129
68	Parahippocampal Gyrus, anterior division R	156	65	22.538461538461547	-8.538461538461547	-30.913461538461533
69	Parahippocampal Gyrus, posterior division L	94	66	-21.787234042553195	-32.51063829787233	-17.13829787234043
70	Parahippocampal Gyrus, posterior division R	87	59	23.051724137931032	-30.741379310344826	-16.747126436781613
71	Lingual Gyrus L	430	190	-11.634883720930233	-66.38837209302325	-5.447674418604649
72	Lingual Gyrus R	435	192	13.775862068965523	-63.69310344827586	-5.1126436781609215
75	Temporal Fusiform Cortex, posterior division L	223	156	-36.25784753363229	-29.14125560538116	-24.791479820627806
76	Temporal Fusiform Cortex, posterior division R	171	94	36.096491228070164	-23.535087719298247	-28.312865497076018
77	Temporal Occipital Fusiform Cortex L	164	142	-33.24390243902439	-53.201219512195124	-16.503048780487802
78	Temporal Occipital Fusiform Cortex R	223	215	34.94843049327355	-49.710762331838566	-17.06950672645739
79	Occipital Fusiform Gyrus L	235	228	-26.670212765957444	-76.52127659574468	-14.189361702127655
80	Occipital Fusiform Gyrus R	238	238	27.672268907563023	-75.7016806722689	-13.191176470588232
82	Frontal Opercular Cortex R	85	53	41.252941176470586	18.558823529411768	4.264705882352942
84	Central Opercular Cortex R	232	128	49.54310344827587	-5.956896551724142	10.991379310344826
85	Parietal Opercular Cortex L	139	55	-48.60791366906475	-31.967625899280577	20.482014388489205
86	Parietal Opercular Cortex R	123	108	49.256097560975604	-27.865853658536594	21.40650406504065
87	Planum Polare L	105	23	-46.07142857142857	-5.8999999999999915	-8.333333333333329
88	Planum Polare R	101	61	47.94554455445544	-3.648514851485146	-7.252475247524757
90	Heschl's Gyrus (includes H1 and H2) R	72	23	46.375	-17.291666666666657	6.9097222222222285
91	Planum Temporale L	134	49	-52.417910447761194	-29.783582089552255	10.619402985074629
92	Planum Temporale R	106	82	54.26415094339623	-25.490566037735846	12.070754716981128
95	Occipital Pole L	609	445	-15.64778325123153	-96.20935960591133	6.603448275862064
96	Occipital Pole R	555	428	16.45675675675676	-94.5972972972973	8.78558558558558
97	Thalamus L	344	142	-9.796511627906966	-19.101744186046503	5.703488372093034
98	Caudate L	125	101	-13.027999999999992	9.867999999999995	9.027999999999992
99	Putamen L	208	208	-24.961538461538453	0.3365384615384528	0.266826923076934
100	Pallidum L	63	34	-19.45238095238095	-4.88095238095238	-1.6666666666666714
101	Brain-Stem	1215	220	0.5888888888888744	-31.040740740740745	-33.95061728395061
102	Hippocampus L	170	153	-24.85294117647058	-22.205882352941174	-14.573529411764703
103	Amygdala L	81	79	-22.648148148148152	-4.722222222222214	-18.30864197530864
105	Thalamus R	321	107	10.873831775700936	-18.471962616822424	6.2087227414330215
106	Caudate R	126	99	13.19047619047619	10.095238095238102	10.222222222222214
107	Putamen R	212	212	25.76415094339623	1.7358490566037688	-0.014150943396231241
108	Pallidum R	69	41	20.282608695652158	-4.543478260869563	-1.398550724637687
109	Hippocampus R	176	166	26.244318181818187	-20.64772727272728	-14.943181818181813
110	Amygdala R	103	102	23.44174757281553	-3.325242718446617	-18.184466019417478
