source	name	signal	mean	sem	t	p	dz	cov_pos	cov_neg	p_holm
model2	Caudate / Putamen R	rpe	0.24915489310707753	0.02319095998750139	10.743621361140626	2.540862951624723e-15	1.4107065969268928	1.0	0.0	1.5753350300073281e-13
model2	Caudate / Putamen R	urpe	-0.08450250554859086	0.01572592866283906	-5.373450901394037	1.488134599284201e-06	-0.7055686700089117	0.0	0.17530650868098413	5.654911477279964e-05
model2	Caudate / Putamen R	surprise	0.002668907786881777	0.007988818659575807	0.3340804067047745	0.7395449473654878	0.04386690649272928	0.0029622315477659837	0.0	1.0
model2	Caudate / Putamen R (2)	rpe	0.3249412687062659	0.02724443513265597	11.926885880514433	3.9986290765994496e-17	1.5660768400953415	0.8982142857142857	0.0	2.519136318257653e-15
model2	Caudate / Putamen R (2)	urpe	-0.18289471485630363	0.021269596364622004	-8.598880379343482	7.022450250755605e-12	-1.1290883091990507	0.0	1.0	4.073021145438251e-10
model2	Caudate / Putamen R (2)	surprise	0.00015628515249277826	0.011352786647435265	0.01376623707872507	0.989064550337623	0.0018075954847086369	0.0	0.0	1.0
model2	Cingulate Gyrus L	rpe	0.33625862696558023	0.049093059983619125	6.849412668058981	5.667780988621819e-09	0.8993719446270196	0.7680355160932297	0.0	2.8338904943109095e-07
model2	Cingulate Gyrus L	urpe	-0.23696349189266042	0.033997801021453396	-6.969965255786131	3.5703335166229565e-09	-0.9152012748934806	0.0	1.0	1.8208700934777078e-07
model2	Cingulate Gyrus L	surprise	0.011902536630028035	0.019481537079465417	0.6109649655197867	0.5436515779487545	0.08022363022466658	0.003329633740288568	0.0	1.0
model2	Visual cortex (mid/lat occipital) L	rpe	0.2814770307295246	0.027671913521407646	10.171939519533671	2.0056567693323433e-14	1.3356410935748066	0.9781287970838396	0.0	1.203394061599406e-12
model2	Visual cortex (mid/lat occipital) L	urpe	-0.13814745946575585	0.018467313284733042	-7.48064741934944	5.029012337849419e-10	-0.9822571281160639	0.0	1.0	2.8665370325741688e-08
model2	Visual cortex (mid/lat occipital) L	surprise	0.00971596054711325	0.008476549574812387	1.1462164482566946	0.2564948124014766	0.15050559310572734	0.007290400972053463	0.0	1.0
model2	Middle Temporal Gyrus R	rpe	0.3005343292439962	0.028168787532232682	10.669054495160786	3.3196067640117897e-15	1.4009154877455507	0.9282639885222381	0.0	2.0249601260471917e-13
model2	Middle Temporal Gyrus R	urpe	-0.15051401157299354	0.02064996796430983	-7.288825427387245	1.0501982978820452e-09	-0.957069666607462	0.0	1.0	5.881110468139453e-08
model2	Middle Temporal Gyrus R	surprise	0.005198592192605995	0.009873088116650146	0.5265416586163146	0.6005549848546026	0.06913830694495007	0.005738880918220947	0.0	1.0
model2	Inferior Parietal Lobule R	rpe	0.09762749198908383	0.04070086379100847	2.3986589692637286	0.019749857926333318	0.31495935290099913	0.031818181818181815	0.0	0.4542467323056663
model2	Inferior Parietal Lobule R	urpe	-0.1798057464359045	0.029208608838313763	-6.155916135247364	7.978552184112805e-08	-0.808311388702941	0.0	1.0	3.590348482850762e-06
model2	Inferior Parietal Lobule R	surprise	-0.0051602426730652864	0.014074364888830727	-0.36664124554283806	0.7152441743664331	-0.04814235409147573	0.0	0.0	1.0
model2	Superior Temporal Gyrus R	rpe	0.16048980562356682	0.022496779042331452	7.1339014941462695	1.9034683936606658e-09	0.9367271575689914	1.0	0.0	1.0469076165133661e-07
model2	Superior Temporal Gyrus R	urpe	-0.09218692389042492	0.019664754569974123	-4.687926491143908	1.7627449385108707e-05	-0.6155549050607022	0.0	0.16589861751152074	0.0005640783803234786
model2	Superior Temporal Gyrus R	surprise	0.0035656439206070644	0.009560846089845329	0.3729422989450871	0.7105746878462548	0.048969722936983665	0.0	0.0	1.0
model2	Postcentral Gyrus R	rpe	0.2729416834148915	0.03843150283520233	7.102029930635017	2.1511344035815965e-09	0.9325422162546669	0.9069767441860465	0.0	1.1616125779340622e-07
model2	Postcentral Gyrus R	urpe	-0.1915925676080479	0.032080210673101794	-5.972297674737279	1.596731367121321e-07	-0.7842011036461677	0.0	1.0	6.86594487862168e-06
model2	Postcentral Gyrus R	surprise	0.0011444037556329332	0.015170889607044734	0.07543418911317629	0.9401333916605115	0.009904994288116895	0.0	0.0	1.0
model2	DLPFC L	rpe	0.29216447692636305	0.03329329882083946	8.775473962450574	3.5993316460695026e-12	1.1522761826627597	0.9316770186335404	0.0	2.1236056711810066e-10
model2	DLPFC L	urpe	-0.15375941589006664	0.023727516595075902	-6.480215292399199	2.325426294797351e-08	-0.8508939542079628	0.0	1.0	1.092950358554755e-06
model2	DLPFC L	surprise	0.05048409435332512	0.013449774678910077	3.7535271451414514	0.0004108285107446596	0.492862260070662	0.0	0.0	0.011914026811595127
model2	dmPFC R	rpe	-0.1341181921049444	0.04262813948730154	-3.1462361181607927	0.002628737589119254	-0.41312104161011426	0.0	0.15384615384615385	0.0698137367499357
model2	dmPFC R	urpe	0.23654110725457922	0.03386111812059009	6.985626003612223	3.362198867812197e-09	0.9172576318264406	1.0	0.0	1.7483434112623426e-07
model2	dmPFC R	surprise	0.016270379219672094	0.01736135254688754	0.9371608102381961	0.35262982241882224	0.12305524300830488	0.0	0.0	1.0
model2	Superior frontal sulcus R	rpe	-0.147440638496786	0.046778166072099024	-3.1519114765965006	0.002585693953701322	-0.41386625268150745	0.0	0.0	0.0698137367499357
model2	Superior frontal sulcus R	urpe	0.22392681733520498	0.04003510729366071	5.5932613266822	6.600186674478089e-07	0.7344311928588791	1.0	0.0	2.574072803046455e-05
model2	Superior frontal sulcus R	surprise	0.03622094845261208	0.016875942282478566	2.146306727430471	0.03611840255668228	0.28182388020171995	0.0	0.0	0.79460485624701
model2	Frontal middle gyrus R	rpe	-0.015080444194914036	0.03518552579369593	-0.42859794914919097	0.6698312298213406	-0.05627766783377303	0.0	0.0	1.0
model2	Frontal middle gyrus R	urpe	0.18800928283277685	0.027477949938235328	6.842187399546993	5.826880569595143e-09	0.8984232203922569	1.0	0.0	2.85517147910162e-07
model2	Frontal middle gyrus R	surprise	0.009452551355345984	0.015798098488819873	0.5983347528840537	0.5519868550934397	0.0785652020572087	0.0	0.0	1.0
model2	Insula R	rpe	-0.213002867722427	0.03552135511188359	-5.996473587550925	1.4576408900945174e-07	-0.7873755565188552	0.0	0.605	6.413619916415877e-06
model2	Insula R	urpe	0.18575141035347703	0.032375140350319874	5.737470427727173	3.855481188724001e-07	0.7533667755030017	0.59	0.0	1.6193020992640805e-05
model2	Insula R	surprise	0.005712460511357877	0.012898254055004955	0.4428863384917783	0.6595242361336107	0.05815382526965905	0.0	0.0	1.0
model2	Inferior Parietal Lobule L	rpe	0.0910624695161259	0.027621653595310925	3.2967783482588002	0.001687016892288027	0.4328882048390312	0.14444444444444443	0.0	0.047236472984064755
model2	Inferior Parietal Lobule L	urpe	-0.12134708238131175	0.021431540075210323	-5.662079437850238	5.10865238588315e-07	-0.7434674535524981	0.0	1.0	2.0434609543532603e-05
model2	Inferior Parietal Lobule L	surprise	-0.00957182766030734	0.01125655937117071	-0.8503333340755831	0.39869764023656007	-0.11165423683917959	0.0	0.0	1.0
model2	Precuneus L	rpe	0.21977823868900936	0.05048764082137775	4.353109694045155	5.637792558219332e-05	0.5715913057721475	0.3269230769230769	0.0	0.0016913377674657997
model2	Precuneus L	urpe	-0.0841400581747499	0.04046316700593382	-2.079423446079022	0.04208787034662153	-0.27304167510950805	0.0	0.057692307692307696	0.8417574069324306
model2	Precuneus L	surprise	0.11257005585364953	0.019800130180303296	5.685318976621254	4.6845464364057893e-07	0.7465189544898251	1.0	0.0	1.9206640389263735e-05
model2	Inferior Frontal Gyrus L	rpe	0.1620110963487441	0.03218131405049649	5.034321970026721	5.123688668942336e-06	0.66103885975154	1.0	0.0	0.0001742054147440394
model2	Inferior Frontal Gyrus L	urpe	0.03376897940960621	0.030815598224123726	1.0958404624827451	0.277757180096794	0.1438909021119579	0.0	0.0	1.0
model2	Inferior Frontal Gyrus L	surprise	0.016435482895977533	0.011357406456203027	1.447115849851533	0.15334203094073154	0.1900156201787707	0.0	0.0	1.0
model2	Superior Temporal Gyrus L	rpe	0.24902728879386907	0.03766864705781324	6.610996365536195	1.4114538849973916e-08	0.8680663504071484	0.7878787878787878	0.0	6.77497864798748e-07
model2	Superior Temporal Gyrus L	urpe	-0.15050684513219056	0.034286552788910386	-4.389675627608453	4.973918871377455e-05	-0.5763926480725298	0.0	0.18181818181818182	0.0015419148501270112
model2	Superior Temporal Gyrus L	surprise	0.07165448457326686	0.014026966099382138	5.108338044420247	3.920042575487867e-06	0.6707576464544336	1.0	0.0	0.00013720149014207535
model2	Insula L	rpe	-0.07393073361954267	0.040987676345574084	-1.8037307847417368	0.0765588663360487	-0.23684145518370553	0.0	0.0	1.0
model2	Insula L	urpe	0.17510426203584914	0.03260949103833586	5.369733058084096	1.5086294589050411e-06	0.705080493265952	1.0	0.0	5.654911477279964e-05
model2	Insula L	surprise	0.0030566672762422625	0.01435640595247338	0.2129131264719947	0.8321543723060768	0.02795686314604859	0.0	0.0	1.0
model2	Superior Frontal Gyrus R	rpe	-0.23052890888678584	0.03631180883179349	-6.348593372328561	3.8392518021204646e-08	-0.8336111493973397	0.0	1.0	1.7660558289754137e-06
model2	Superior Frontal Gyrus R	urpe	0.08047664828395108	0.026629487918760807	3.022087714546485	0.0037561371545526993	0.3968195575862904	0.07407407407407407	0.0	0.09390342886381749
model2	Superior Frontal Gyrus R	surprise	0.023242376031454744	0.014293328547650565	1.6260996138142476	0.10944516633943306	0.21351733976452125	0.0	0.0	1.0
model2	Inferior parietal lobule R	rpe	0.12102396679595515	0.0571024434531494	2.1194183554553345	0.03842293585061611	0.27829326399225945	0.0	0.0	0.8068816528629383
model2	Inferior parietal lobule R	urpe	0.2089453603065049	0.04307759661702867	4.850441452527748	9.910159268181314e-06	0.6368941649263498	1.0	0.0	0.00032703525584998333
model2	Inferior parietal lobule R	surprise	-0.005769537097550202	0.020945867532491277	-0.27544989906006434	0.7839667139921704	-0.0361683436771477	0.0	0.0	1.0
model2	Angular gyrus R	rpe	0.28220425822607353	0.03985908607991742	7.080048389976988	2.340462616494893e-09	0.9296558985621002	1.0	0.0	1.2404451867422933e-07
model2	Angular gyrus R	urpe	-0.09588905625386944	0.03353501466796133	-2.859371233419495	0.005920603615126545	-0.375453836882019	0.0	0.14814814814814814	0.1420944867630371
model2	Angular gyrus R	surprise	0.08378386455914484	0.01573067494754504	5.326145562000843	1.7706923792794472e-06	0.6993571746379729	1.0	0.0	6.37449256540601e-05
