trialNumber,runNumber,visualSet,audioPair_1,audioPair_2,audioPair_3,tactilePair_1,tactilePair_2,tactilePair_3,visual,audio,tactile,combinationConditionalProbability,correctResponse,chosenKey,accurate,reward,runStartTime,trialStartTime,stimulusOnsetTime,stimulusOffsetTime,responsePressTime,responseTime,responseTimeOver,feedbackOnsetTime,responseTimeThreshold,totalAccuracy,totalErrorRate,accurateIndex,inaccurateIndex,feedbackAccuracy,feedbackOffsetTime,action,stimulusPair
1,1,0,2,1,0,1,0,2,2,,1.0,0.35,1.0,2@,0,0,4101.2715576,0.0084496999998009,2.96938802887144,4.56470340000033,4.56493769999997,1.59554967112854,6.06483130000015,6.63173926169748,3,0.0,1.0,1,1,1,7.63173926169748,0.0,"(2, 1)"
2,1,0,2,1,0,1,0,2,0,,2.0,0.15,1.0,4$,1,1,4101.2715576,7.64166079999995,10.3870947836467,11.9771907000004,11.9772763000001,1.59018151635337,13.4772909000003,14.0957949223457,3,0.5,0.5,1,2,1,15.0957949223457,1.0,"(0, 2)"
3,1,0,2,1,0,1,0,2,1,,0.0,0.5,0.0,4$,0,0,4101.2715576,15.1010438000003,19.5258726305265,21.1071574999996,21.2559847000002,1.73011206947376,22.6072504000003,23.0401312159947,3,0.333333333333333,0.666666666666667,2,2,1,24.0401312159947,1.0,"(1, 0)"
4,1,0,2,1,0,1,0,2,0,,1.0,0.5,0.0,4$,0,0,4101.2715576,24.0559413000001,26.8934729986504,28.4962550999999,28.4964578999998,1.60298490134937,29.9963414000003,30.9625248129605,3,0.25,0.75,2,3,1,31.9625248129605,1.0,"(0, 1)"
5,1,0,2,1,0,1,0,2,1,,2.0,0.35,1.0,2@,0,1,4101.2715576,31.9799074000002,36.7227245579861,38.1655843999997,37.9669511000002,1.24422654201408,39.6659061,40.5484952866964,3,0.2,0.8,2,4,0,41.5484952866964,0.0,"(1, 2)"
6,1,0,2,1,0,1,0,2,0,,0.0,0.35,1.0,2@,0,1,4101.2715576,41.5553018999999,43.7427542930409,45.3132661999998,45.4513629000003,1.70860860695939,46.8135473000002,47.3187417150275,3,0.166666666666667,0.833333333333333,2,5,0,48.3187417150275,0.0,"(0, 0)"
7,1,0,2,1,0,1,0,2,1,,2.0,0.35,1.0,4$,1,1,4101.2715576,48.3282879999997,50.3384609910854,52.0034666000001,51.8072320000001,1.4687710089147,53.5035077000002,53.9060991213,3,0.285714285714286,0.714285714285714,2,6,1,54.9060991213,1.0,"(1, 2)"
8,1,0,2,1,0,1,0,2,0,,1.0,0.5,0.0,2@,1,1,4101.2715576,54.9177941999997,57.1260415874267,58.5652014999996,58.3622158999997,1.23617431257298,60.0652416000003,61.5118658568081,3,0.375,0.625,3,6,1,62.5118658568081,0.0,"(0, 1)"
9,1,0,2,1,0,1,0,2,2,,2.0,0.5,0.0,4$,0,0,4101.2715576,62.5247730000001,65.2554097696275,66.8255137999995,66.8992259999995,1.64381623037207,68.3255536999995,69.0733737075525,3,0.333333333333333,0.666666666666667,4,6,1,70.0733737075525,1.0,"(2, 2)"
10,1,0,2,1,0,1,0,2,1,,0.0,0.5,0.0,4$,0,0,4101.2715576,70.0822359000003,74.5949683609315,76.2282894,76.0320856999997,1.43711733906821,77.7283283999996,78.1753396762806,3,0.3,0.7,4,7,1,79.1753396762806,1.0,"(1, 0)"
11,1,0,2,1,0,1,0,2,0,,1.0,0.5,0.0,2@,1,1,4101.2715576,79.1902467999998,82.1925159213279,83.7627462999999,83.9733249000001,1.78080897867221,85.2627855000001,85.7322910609528,3,0.363636363636364,0.636363636363636,4,8,1,86.7322910609528,0.0,"(0, 1)"
12,1,0,2,1,0,1,0,2,2,,2.0,0.5,0.0,4$,0,0,4101.2715576,86.7471905000002,90.9216677095528,92.2766947,92.0751619000002,1.15349419044742,93.7767703999998,94.4918790604415,3,0.333333333333333,0.666666666666667,5,8,1,95.4918790604415,1.0,"(2, 2)"
13,1,0,2,1,0,1,0,2,1,,0.0,0.5,0.0,4$,0,1,4101.2715576,95.5053557000001,99.9991499998714,101.2628148,101.0651161,1.06596610012821,102.7628542,103.616898312722,3,0.307692307692308,0.692307692307692,5,9,0,104.616898312722,1.0,"(1, 0)"
14,1,0,2,1,0,1,0,2,2,,1.0,0.35,1.0,2@,0,0,4101.2715576,104.630407,109.558092272714,110.8580474,110.6612159,1.10312362728564,112.3581042,113.404564477453,3,0.285714285714286,0.714285714285714,5,10,1,114.404564477453,0.0,"(2, 1)"
15,1,0,2,1,0,1,0,2,1,,2.0,0.35,1.0,4$,1,1,4101.2715576,114.4081072,117.864815318203,119.545778,119.3492216,1.48440628179651,121.0458172,121.510519594177,3,0.333333333333333,0.666666666666667,5,11,1,122.510519594177,1.0,"(1, 2)"
16,1,0,2,1,0,1,0,2,2,,0.0,0.15,1.0,2@,0,1,4101.2715576,122.514728,127.212110623699,128.6804041,128.4839931,1.27188247630056,130.1804434,131.242766474248,3,0.3125,0.6875,6,11,0,132.242766474248,0.0,"(2, 0)"
17,1,0,2,1,0,1,0,2,1,,1.0,0.15,1.0,4$,1,1,4101.2715576,132.2560879,134.456632164839,136.0268968,136.2041569,1.74752473516128,137.5269534,138.025970596772,3,0.352941176470588,0.647058823529412,6,12,1,139.025970596772,1.0,"(1, 1)"
18,1,0,2,1,0,1,0,2,2,,2.0,0.5,0.0,2@,1,1,4101.2715576,139.0300555,143.506572479278,144.862867,144.6621474,1.15557492072276,146.3629062,147.061870814478,3,0.388888888888889,0.611111111111111,7,12,1,148.061870814478,0.0,"(2, 2)"
19,1,0,2,1,0,1,0,2,0,,0.0,0.35,1.0,4$,1,1,4101.2715576,148.0705586,152.077159015242,153.7325052,153.5360923,1.45893328475813,155.2325445,156.007414462753,3,0.421052631578947,0.578947368421053,8,12,1,157.007414462753,1.0,"(0, 0)"
20,1,0,2,1,0,1,0,2,2,,2.0,0.5,0.0,2@,1,1,4101.2715576,157.0123112,161.193717045547,162.7636538,162.7637214,1.57000435445298,164.2636933,165.16545787319,3,0.45,0.55,9,12,1,166.16545787319,0.0,"(2, 2)"
21,1,0,2,1,0,1,0,2,0,,1.0,0.5,0.0,4$,0,0,4101.2715576,166.1707318,169.55448184658,171.010184,170.8079572,1.25347535342007,172.5102271,173.324941581913,3,0.428571428571429,0.571428571428571,10,12,1,174.324941581913,1.0,"(0, 1)"
22,1,0,2,1,0,1,0,2,1,,0.0,0.5,0.0,4$,0,0,4101.2715576,174.328456,176.726671385305,178.2966534,178.2967286,1.57005721469523,179.7966933,180.275901636079,3,0.409090909090909,0.590909090909091,10,13,1,181.275901636079,1.0,"(1, 0)"
23,1,0,2,1,0,1,0,2,2,,2.0,0.5,0.0,4$,0,0,4101.2715576,181.2847901,184.418831123151,185.934074,185.737133,1.31830187684864,187.4341142,188.656517854969,3,0.391304347826087,0.608695652173913,10,14,1,189.656517854969,1.0,"(2, 2)"
24,1,0,2,1,0,1,0,2,1,,0.0,0.5,0.0,4$,0,1,4101.2715576,189.6605303,191.97953688779,193.5494713,193.5495414,1.57000451220938,195.0495112,196.35374769972,3,0.375,0.625,10,15,0,197.35374769972,1.0,"(1, 0)"
