trialNumber,runNumber,visualSet,audioPair_1,audioPair_2,audioPair_3,tactilePair_1,tactilePair_2,tactilePair_3,visual,audio,tactile,combinationConditionalProbability,correctResponse,chosenKey,accurate,reward,runStartTime,trialStartTime,stimulusOnsetTime,stimulusOffsetTime,responsePressTime,responseTime,responseTimeOver,feedbackOnsetTime,responseTimeThreshold,totalAccuracy,totalErrorRate,accurateIndex,inaccurateIndex,feedbackAccuracy,feedbackOffsetTime,action,stimulusPair
1,1,0,1,0,2,2,1,0,1,,1.0,0.5,0.0,4$,1,1,27829.7395535,0.002888899998652,2.96938802887234,4.57514540000193,5.00114640000174,2.0317583711294,6.07524099999864,6.63173926169839,3,1.0,0.0,1,1,1,7.63173926169839,0.0,"(1, 1)"
2,1,0,1,0,2,2,1,0,2,,0.0,0.5,0.0,2@,0,0,27829.7395535,7.64035080000031,10.3870947836476,11.912105200001,11.6851422,1.29804741635235,13.412189900002,14.0957949223448,3,0.5,0.5,2,1,1,15.0957949223448,1.0,"(2, 0)"
3,1,0,1,0,2,2,1,0,1,,1.0,0.5,0.0,4$,1,1,27829.7395535,15.1105143999994,19.5258726305256,21.1208635000003,21.1210702999997,1.59519766947415,22.6209615000007,23.0401312159956,3,0.666666666666667,0.333333333333333,2,2,1,24.0401312159956,0.0,"(1, 1)"
4,1,0,1,0,2,2,1,0,0,,2.0,0.5,0.0,2@,0,0,27829.7395535,24.0521238000001,26.8934729986504,28.4748259000007,28.8950222000021,2.00154920135174,29.9749172000011,30.9625248129596,3,0.5,0.5,3,2,1,31.9625248129596,1.0,"(0, 2)"
5,1,0,1,0,2,2,1,0,1,,0.0,0.35,1.0,4$,0,0,27829.7395535,31.9760649000018,36.7227245579852,38.3232882000011,38.7105101999987,1.98778564201348,39.8235477999988,40.5484952866973,3,0.4,0.6,3,3,1,41.5484952866973,0.0,"(1, 0)"
6,1,0,1,0,2,2,1,0,0,,2.0,0.5,0.0,2@,0,1,27829.7395535,41.5529917000022,43.7427542930418,45.3149348000006,46.0412356000015,2.29848130695973,46.8149726000011,47.3187417150293,3,0.333333333333333,0.666666666666667,3,4,0,48.3187417150293,1.0,"(0, 2)"
7,1,0,1,0,2,2,1,0,1,,1.0,0.5,0.0,4$,1,1,27829.7395535,48.3246585000015,50.3384609910863,52.0105561000018,51.8041174999998,1.46565650891353,53.510760600002,53.9060991213009,3,0.428571428571429,0.571428571428571,3,5,1,54.9060991213009,0.0,"(1, 1)"
8,1,0,1,0,2,2,1,0,0,,2.0,0.5,0.0,4$,1,1,27829.7395535,54.9139720999992,57.1260415874276,58.6968925000001,59.2692965999995,2.1432550125719,60.1969319000018,61.5118658568063,3,0.5,0.5,4,5,1,62.5118658568063,0.0,"(0, 2)"
9,1,0,1,0,2,2,1,0,2,,1.0,0.15,1.0,2@,1,0,27829.7395535,62.5211320999988,65.2554097696266,66.8258659999992,67.3449934000018,2.08958363037527,68.3259055000017,69.0733737075534,3,0.555555555555556,0.444444444444444,5,5,0,70.0733737075534,1.0,"(2, 1)"
10,1,0,1,0,2,2,1,0,0,,2.0,0.5,0.0,4$,1,1,27829.7395535,70.0780909999994,74.5949683609324,76.1658962000001,76.4465574999995,1.85158913906707,77.6659352999995,78.1753396762797,3,0.6,0.4,6,5,1,79.1753396762797,0.0,"(0, 2)"
11,1,0,1,0,2,2,1,0,2,,0.0,0.5,0.0,2@,0,0,27829.7395535,79.1866349000011,82.1925159213279,83.7627463999997,84.4001692999991,2.20765337867124,85.2627849000019,85.7322910609546,3,0.545454545454545,0.454545454545455,7,5,1,86.7322910609546,1.0,"(2, 0)"
12,1,0,1,0,2,2,1,0,0,,1.0,0.35,1.0,2@,1,1,27829.7395535,86.7436143000014,90.9216677095537,92.4919141999999,93.1179338000002,2.19626609044644,93.9919531000014,94.4918790604424,3,0.583333333333333,0.416666666666667,7,6,1,95.4918790604424,1.0,"(0, 1)"
13,1,0,1,0,2,2,1,0,2,,2.0,0.35,1.0,2@,1,1,27829.7395535,95.5016409999989,99.9991499998723,101.569473700001,102.3732867,2.37413670012756,103.069512800001,103.616898312721,3,0.615384615384615,0.384615384615385,8,6,1,104.616898312721,1.0,"(2, 2)"
14,1,0,1,0,2,2,1,0,0,,0.0,0.15,1.0,2@,1,1,27829.7395535,104.626843099999,109.558092272713,111.1285795,111.7793356,2.22124332728708,112.628618800001,113.404564477452,3,0.642857142857143,0.357142857142857,9,6,1,114.404564477452,1.0,"(0, 0)"
15,1,0,1,0,2,2,1,0,2,,2.0,0.35,1.0,4$,0,1,27829.7395535,114.419139000001,117.864815318204,119.435582300001,120.218163699999,2.35334838179551,120.9356223,121.510519594176,3,0.6,0.4,10,6,0,122.510519594176,0.0,"(2, 2)"
