trialNumber,runNumber,visualSet,audioPair_1,audioPair_2,audioPair_3,tactilePair_1,tactilePair_2,tactilePair_3,visual,audio,tactile,combinationConditionalProbability,correctResponse,chosenKey,accurate,reward,runStartTime,trialStartTime,stimulusOnsetTime,stimulusOffsetTime,responsePressTime,responseTime,responseTimeOver,feedbackOnsetTime,responseTimeThreshold,totalAccuracy,totalErrorRate,accurateIndex,inaccurateIndex,feedbackAccuracy,feedbackOffsetTime,action,stimulusPair
1,1,0,1,2,0,2,1,0,1,,1.0,0.5,0.0,2@,1.0,1.0,28825.3169294,0.0027359000014257,2.18384076507209,3.78929480000079,3.82114480000018,1.63730403492809,5.28939040000114,5.88942635894637,3,1.0,0.0,1,1,1,6.88942635894637,0.0,"(1, 1)"
2,1,0,1,2,0,2,1,0,0,,2.0,0.5,0.0,2@,1.0,1.0,28825.3169294,6.8974304000003,10.2359906184938,11.4004098000005,11.177829799999,0.941839181505202,12.9004949000009,14.0016498502191,3,1.0,0.0,2,1,1,15.0016498502191,0.0,"(0, 2)"
3,1,0,1,2,0,2,1,0,2,,0.0,0.5,0.0,4$,0.0,0.0,28825.3169294,15.0180254000006,17.443528420612,19.0773579999986,18.8585340999998,1.41500567938783,20.5774443000009,21.5603480441496,3,0.666666666666667,0.333333333333333,3,1,1,22.5603480441496,1.0,"(2, 0)"
4,1,0,1,2,0,2,1,0,0,,1.0,0.35,1.0,4$,1.0,1.0,28825.3169294,22.5749861000004,27.3100623427817,28.8908465999993,28.8910598000002,1.58099745721847,30.3909308000002,31.1005959384638,3,0.75,0.25,3,2,1,32.1005959384638,1.0,"(0, 1)"
5,1,0,1,2,0,2,1,0,2,,2.0,0.35,1.0,2@,0.0,1.0,28825.3169294,32.1172599999991,36.8091100800375,38.4085279999999,38.803541199999,1.99443111996152,39.9087915000018,40.7470836545253,3,0.6,0.4,4,2,0,41.7470836545253,0.0,"(2, 2)"
6,1,0,1,2,0,2,1,0,0,,1.0,0.35,1.0,2@,0.0,0.0,28825.3169294,41.7593422999998,43.9850804284433,45.5585495999985,45.8135354000005,1.82845497155722,47.0585887000016,48.3555864158916,3,0.5,0.5,4,3,1,49.3555864158916,0.0,"(0, 1)"
7,1,0,1,2,0,2,1,0,2,,0.0,0.5,0.0,2@,1.0,1.0,28825.3169294,49.3665031000019,51.6607249114131,53.232043,54.2891659999987,2.62844108858553,54.7320814000013,55.6148844146119,3,0.571428571428571,0.428571428571429,4,4,1,56.6148844146119,0.0,"(2, 0)"
8,1,0,1,2,0,2,1,0,1,,1.0,0.5,0.0,4$,0.0,1.0,28825.3169294,56.6231818999986,59.3443584577726,60.914603199999,61.1590719000014,1.81471344222882,62.4146408999986,63.1151922466888,3,0.5,0.5,5,4,0,64.1151922466888,1.0,"(1, 1)"
9,1,0,1,2,0,2,1,0,2,,0.0,0.5,0.0,2@,1.0,1.0,28825.3169294,64.1301066999986,66.9512953746671,68.5213068999983,69.0558552000002,2.10455982533313,70.0213449000003,71.0735994479619,3,0.555555555555556,0.444444444444444,5,5,1,72.0735994479619,0.0,"(2, 0)"
10,1,0,1,2,0,2,1,0,0,,2.0,0.5,0.0,4$,0.0,0.0,28825.3169294,72.0874919000016,74.5125150087551,76.0826507999991,76.6376318000002,2.12511679124509,77.5826893000012,78.6652904440016,3,0.5,0.5,6,5,1,79.6652904440016,1.0,"(0, 2)"
11,1,0,1,2,0,2,1,0,2,,1.0,0.15,1.0,4$,1.0,1.0,28825.3169294,79.6778120999988,83.4999370326987,85.0704699999987,85.6486901999997,2.14875316730104,86.5705075000005,87.2431832857874,3,0.545454545454545,0.454545454545455,6,6,1,88.2431832857874,1.0,"(2, 1)"
12,1,0,1,2,0,2,1,0,0,,2.0,0.5,0.0,2@,1.0,0.0,28825.3169294,88.2523741000005,91.5795858145721,93.1495867999984,94.3295651000008,2.74997928542871,94.6496248000003,95.487808475551,3,0.583333333333333,0.416666666666667,7,6,0,96.487808475551,0.0,"(0, 2)"
13,1,0,1,2,0,2,1,0,1,,0.0,0.35,1.0,2@,0.0,0.0,28825.3169294,96.493398300001,99.6669110225594,101.236427600001,102.385595700001,2.71868467744207,102.7364657,103.261868590409,3,0.538461538461538,0.461538461538462,8,6,1,104.261868590409,0.0,"(1, 0)"
14,1,0,1,2,0,2,1,0,2,,2.0,0.35,1.0,4$,1.0,1.0,28825.3169294,104.267272100002,107.052166198097,108.622023,109.609657699999,2.5574915019024,110.122062300001,111.472189743396,3,0.571428571428571,0.428571428571429,8,7,1,112.472189743396,1.0,"(2, 2)"
15,1,0,1,2,0,2,1,0,1,,1.0,0.5,0.0,2@,1.0,0.0,28825.3169294,112.476138099999,115.585443782431,117.1553537,117.865598100001,2.28015431757012,118.6553914,119.189292660132,3,0.6,0.4,9,7,0,120.189292660132,0.0,"(1, 1)"
16,1,0,1,2,0,2,1,0,0,,0.0,0.15,1.0,2@,0.0,0.0,28825.3169294,120.1985852,122.62003393528,124.190642500002,125.174709200001,2.55467526472057,125.690677999999,126.519213031592,3,0.5625,0.4375,10,7,1,127.519213031592,0.0,"(0, 0)"
17,1,0,1,2,0,2,1,0,1,,2.0,0.15,1.0,,,,28825.3169294,127.523445899998,131.230428129711,132.800118800002,134.230946799998,,134.300162799998,135.44602510906,3,0.5625,0.4375,10,8,1,136.44602510906,,"(1, 2)"
18,1,0,1,2,0,2,1,0,2,,0.0,0.5,0.0,,,,28825.3169294,136.463786100001,138.456865369255,140.026926300001,141.457412799999,,141.526948300001,142.733037011472,3,0.5625,0.4375,10,8,1,143.733037011472,,"(2, 0)"
19,1,0,1,2,0,2,1,0,0,,1.0,0.35,1.0,4$,1.0,1.0,28825.3169294,143.737022699999,145.971773464458,147.542232200001,147.802956300002,1.83118283554359,149.0422707,149.958635793511,3,0.588235294117647,0.411764705882353,10,8,1,150.958635793511,1.0,"(0, 1)"
20,1,0,1,2,0,2,1,0,1,,0.0,0.35,1.0,2@,0.0,0.0,28825.3169294,150.961971699999,153.358099155481,154.9278399,155.498710700002,2.14061154452065,156.427877800001,157.00828035043,3,0.555555555555556,0.444444444444444,11,8,1,158.00828035043,0.0,"(1, 0)"
21,1,0,1,2,0,2,1,0,0,,2.0,0.5,0.0,2@,1.0,1.0,28825.3169294,158.016925,162.474386006579,164.044622000001,165.162631200001,2.68824519342161,165.544657099999,166.958494532591,3,0.578947368421053,0.421052631578947,11,9,1,167.958494532591,0.0,"(0, 2)"
22,1,0,1,2,0,2,1,0,1,,1.0,0.5,0.0,4$,0.0,0.0,28825.3169294,167.9762152,171.024427782708,172.594215500001,172.642024600002,1.61759681729382,174.094255,175.221032993759,3,0.55,0.45,12,9,1,176.221032993759,1.0,"(1, 1)"
23,1,0,1,2,0,2,1,0,2,,0.0,0.5,0.0,2@,1.0,1.0,28825.3169294,176.233795200002,179.122772490871,180.6928047,181.1616574,2.03888490912868,182.1928444,182.986166012739,3,0.571428571428571,0.428571428571429,12,10,1,183.986166012739,0.0,"(2, 0)"
