trialNumber,runNumber,visualSet,audioPair_1,audioPair_2,audioPair_3,tactilePair_1,tactilePair_2,tactilePair_3,visual,audio,tactile,combinationConditionalProbability,correctResponse,chosenKey,accurate,reward,runStartTime,trialStartTime,stimulusOnsetTime,stimulusOffsetTime,responsePressTime,responseTime,responseTimeOver,feedbackOnsetTime,responseTimeThreshold,totalAccuracy,totalErrorRate,accurateIndex,inaccurateIndex,feedbackAccuracy,feedbackOffsetTime,action,stimulusPair
1,1,0,2,1,0,0,2,1,0,,2.0,0.35,1.0,2@,0.0,0.0,11871.7520176,0.003430799999478,3.47770013161789,5.08755270000074,5.65600300000006,2.17830286838216,6.58764800000063,7.2222820310617,3,0.0,1.0,1,1,1,8.2222820310617,0.0,"(0, 2)"
2,1,0,2,1,0,0,2,1,2,,1.0,0.5,0.0,2@,1.0,1.0,11871.7520176,8.23066780000045,11.1003976227657,12.6962416000006,12.8543668000002,1.75396917723447,14.1963503999996,15.2427180700288,3,0.5,0.5,1,2,1,16.2427180700288,0.0,"(2, 1)"
3,1,0,2,1,0,0,2,1,1,,2.0,0.5,0.0,4$,0.0,0.0,11871.7520176,16.2502795,19.3722912481735,20.9665180000011,21.2330060000004,1.86071475182689,22.466617600001,23.0626988662316,3,0.333333333333333,0.666666666666667,2,2,1,24.0626988662316,1.0,"(1, 2)"
4,1,0,2,1,0,0,2,1,0,,1.0,0.15,1.0,4$,1.0,1.0,11871.7520176,24.0741792000008,27.5961483379469,29.1773331000004,29.4296699000006,1.83352156205365,30.6774205000002,31.7658337285593,3,0.5,0.5,2,3,1,32.7658337285593,1.0,"(0, 1)"
5,1,0,2,1,0,0,2,1,2,,0.0,0.35,1.0,4$,1.0,1.0,11871.7520176,32.782366200001,35.1763284688313,36.7775583000002,37.0636436000004,1.88731513116909,38.2778156000004,38.8159542033063,3,0.6,0.4,3,3,1,39.8159542033063,1.0,"(2, 0)"
6,1,0,2,1,0,0,2,1,1,,2.0,0.5,0.0,2@,1.0,1.0,11871.7520176,39.8221161000001,42.2580048041546,43.8292402000006,44.3791887000007,2.12118389584612,45.3292798000002,45.9824934732169,3,0.666666666666667,0.333333333333333,4,3,1,46.9824934732169,0.0,"(1, 2)"
7,1,0,2,1,0,0,2,1,0,,0.0,0.5,0.0,2@,1.0,0.0,11871.7520176,46.9955050000008,51.4684016129413,53.038515100001,53.6620657000003,2.19366408705901,54.5385552999996,55.7760607333712,3,0.714285714285714,0.285714285714286,5,3,0,56.7760607333712,0.0,"(0, 0)"
8,1,0,2,1,0,0,2,1,1,,1.0,0.35,1.0,4$,1.0,1.0,11871.7520176,56.7880265999993,59.4676873441222,61.0381840000009,61.681764500001,2.21407715587884,62.5382232000011,63.700899745385,3,0.75,0.25,6,3,1,64.700899745385,1.0,"(1, 1)"
9,1,0,2,1,0,0,2,1,2,,0.0,0.35,1.0,2@,0.0,0.0,11871.7520176,64.7119650999994,68.3234503465719,69.8939081999997,70.5480494000003,2.22459905342839,71.3939487999996,72.5387194826799,3,0.666666666666667,0.333333333333333,7,3,1,73.5387194826799,0.0,"(2, 0)"
10,1,0,2,1,0,0,2,1,0,,2.0,0.35,1.0,2@,0.0,1.0,11871.7520176,73.5535017000002,77.2160862214823,78.7863498999995,79.2167002999995,2.00061407851717,80.2863892000005,80.7909744867393,3,0.6,0.4,7,4,0,81.7909744867393,0.0,"(0, 2)"
