trialNumber,runNumber,visualSet,audioPair_1,audioPair_2,audioPair_3,tactilePair_1,tactilePair_2,tactilePair_3,visual,audio,tactile,combinationConditionalProbability,correctResponse,chosenKey,accurate,reward,runStartTime,trialStartTime,stimulusOnsetTime,stimulusOffsetTime,responsePressTime,responseTime,responseTimeOver,feedbackOnsetTime,responseTimeThreshold,totalAccuracy,totalErrorRate,accurateIndex,inaccurateIndex,feedbackAccuracy,feedbackOffsetTime,action,stimulusPair
1,1,0,1,0,2,2,0,1,2,0.0,,0.15,1.0,2@,0.0,0.0,28399.511984,0.0026667999991332,2.2075770762458,3.71519999999873,4.9053015999998,2.697724523754,5.21530630000052,6.24258346308852,3,0.0,1.0,1,1,1,7.24258346308852,0.0,"(2, 0)"
2,1,0,1,0,2,2,0,1,1,2.0,,0.35,1.0,2@,0.0,0.0,28399.511984,7.25053180000032,11.4497872554493,12.9530257999977,13.0221338999982,1.57234664454882,14.4531208999979,15.3984944355943,3,0.0,1.0,1,2,1,16.3984944355943,0.0,"(1, 2)"
3,1,0,1,0,2,2,0,1,0,1.0,,0.5,0.0,2@,1.0,1.0,28399.511984,16.4029491000001,19.874513135579,21.3770393999985,21.5248567999988,1.65034366441978,22.8771360999999,23.9684477573428,3,0.333333333333333,0.666666666666667,1,3,1,24.9684477573428,0.0,"(0, 1)"
4,1,0,1,0,2,2,0,1,1,0.0,,0.5,0.0,4$,0.0,1.0,28399.511984,24.9775001999988,28.4336039878581,29.9361121000002,29.9487473000008,1.51514331214275,31.4361998999993,32.4160738203464,3,0.25,0.75,2,3,0,33.4160738203464,1.0,"(1, 0)"
5,1,0,1,0,2,2,0,1,2,1.0,,0.35,1.0,2@,0.0,1.0,28399.511984,33.420129099999,36.071813325947,37.5746747999983,37.8001140999986,1.7283007740516,39.0749268,39.9488725867741,3,0.2,0.8,2,4,0,40.9488725867741,0.0,"(2, 1)"
6,1,0,1,0,2,2,0,1,0,0.0,,0.35,1.0,2@,0.0,0.0,28399.511984,40.9589914999997,44.4735408320303,46.0774392999992,45.9458854999975,1.47234466796726,47.5776144999982,48.7433302352511,3,0.166666666666667,0.833333333333333,2,5,1,49.7433302352511,0.0,"(0, 0)"
7,1,0,1,0,2,2,0,1,2,2.0,,0.5,0.0,2@,1.0,1.0,28399.511984,49.7505249999995,52.620980436408,54.2018733999976,54.0637349999997,1.44275456359173,55.7019139000004,56.1993161833743,3,0.285714285714286,0.714285714285714,2,6,1,57.1993161833743,0.0,"(2, 2)"
8,1,0,1,0,2,2,0,1,0,1.0,,0.5,0.0,2@,1.0,1.0,28399.511984,57.2074111000002,60.1618571999825,61.6644331999996,61.9214073000003,1.7595501000178,63.1644732999994,63.8007986193261,3,0.375,0.625,3,6,1,64.8007986193261,0.0,"(0, 1)"
9,1,0,1,0,2,2,0,1,1,0.0,,0.5,0.0,4$,0.0,0.0,28399.511984,64.8144551000005,67.114048802614,68.6165572999998,68.6887956999999,1.57474689738592,70.1165983999999,71.4522449229371,3,0.333333333333333,0.666666666666667,4,6,1,72.4522449229371,1.0,"(1, 0)"
10,1,0,1,0,2,2,0,1,2,2.0,,0.5,0.0,4$,0.0,0.0,28399.511984,72.4561728000008,74.6917093228803,76.2885491999987,76.1559295000006,1.4642201771203,77.7885893999992,78.4989644443449,3,0.3,0.7,4,7,1,79.4989644443449,1.0,"(2, 2)"
11,1,0,1,0,2,2,0,1,0,1.0,,0.5,0.0,2@,1.0,1.0,28399.511984,79.5113072999993,82.850498611886,84.3529305000011,84.4570171999985,1.60651858811252,85.8529712999989,86.5467098606096,3,0.363636363636364,0.636363636363636,4,8,1,87.5467098606096,0.0,"(0, 1)"
12,1,0,1,0,2,2,0,1,1,2.0,,0.35,1.0,2@,0.0,0.0,28399.511984,87.5521491,90.7218152894457,92.2247032999985,92.956392600001,2.23457731055532,93.7247416999999,94.944295922749,3,0.333333333333333,0.666666666666667,5,8,1,95.944295922749,0.0,"(1, 2)"
