name	n_vox	peak_x	peak_y	peak_z	peak_t	found_by	paper_dist_mm	rpe_pos	rpe_neg	urpe_pos	urpe_neg	surprise_pos	surprise_neg
Caudate / Putamen R	29135	17.5	14.5	-12.0	19.287893295288086	rpe +	0.7	1.0	0.0	0.0	0.42629140209370175	0.0	0.0
Caudate / Putamen R (2)	15892	2.5	17.5	-8.5	-8.107786178588867	urpe −	16.3	0.7815252957462875	0.0	0.0	1.0	0.0	0.0
